event_id,session_id,customer_id,event_type,event_time,device,variant
55,27,,checkout,2025-01-01 10:22:33,mobile,
56,27,,purchase,2025-01-01 10:24:46,mobile,
57,28,,visit,2025-01-01 17:47:49,mobile,
58,29,,visit,2025-01-01 20:36:26,desktop,
59,29,,view_product,2025-01-01 20:38:40,desktop,
60,30,1089,visit,2025-01-01 11:31:22,desktop,
61,31,884,visit,2025-01-01 19:37:50,mobile,
62,32,1241,visit,2025-01-01 15:38:28,desktop,
63,32,1241,view_product,2025-01-01 15:38:42,desktop,
64,32,1241,add_to_cart,2025-01-01 15:44:23,desktop,
65,33,246,visit,2025-01-01 02:05:13,mobile,
66,33,246,view_product,2025-01-01 02:06:11,mobile,
67,34,772,visit,2025-01-01 08:06:03,mobile,
68,34,772,view_product,2025-01-01 08:15:37,mobile,
69,34,772,add_to_cart,2025-01-01 08:18:21,mobile,
70,35,1508,visit,2025-01-01 20:48:38,mobile,
71,35,1508,view_product,2025-01-01 20:58:18,mobile,
72,35,1508,add_to_cart,2025-01-01 21:05:48,mobile,
73,35,1508,checkout,2025-01-01 21:12:42,mobile,
74,36,,visit,2025-01-02 19:38:15,mobile,
75,36,,view_product,2025-01-02 19:46:49,mobile,
76,37,1462,visit,2025-01-02 14:07:49,mobile,
77,37,1462,view_product,2025-01-02 14:14:57,mobile,
78,37,1462,add_to_cart,2025-01-02 14:16:50,mobile,
79,37,1462,checkout,2025-01-02 14:26:29,mobile,
80,37,1462,purchase,2025-01-02 14:32:37,mobile,
81,38,1563,visit,2025-01-02 15:17:20,mobile,
82,38,1563,view_product,2025-01-02 15:23:49,mobile,
83,38,1563,add_to_cart,2025-01-02 15:27:24,mobile,
84,39,1508,visit,2025-01-02 05:41:05,mobile,
85,40,1020,visit,2025-01-02 20:15:46,mobile,
86,40,1020,view_product,2025-01-02 20:22:24,mobile,
87,40,1020,add_to_cart,2025-01-02 20:25:51,mobile,
88,40,1020,checkout,2025-01-02 20:30:06,mobile,
89,41,,visit,2025-01-02 20:01:49,mobile,
90,42,,visit,2025-01-02 01:18:34,mobile,
91,42,,view_product,2025-01-02 01:25:52,mobile,
92,43,,visit,2025-01-02 20:35:28,desktop,
93,44,1422,visit,2025-01-02 11:25:38,mobile,
94,44,1422,view_product,2025-01-02 11:27:21,mobile,
95,44,1422,add_to_cart,2025-01-02 11:34:53,mobile,
96,44,1422,checkout,2025-01-02 11:39:35,mobile,
97,44,1422,purchase,2025-01-02 11:44:24,mobile,
98,45,,visit,2025-01-02 05:43:21,mobile,
99,45,,view_product,2025-01-02 05:46:47,mobile,
100,45,,add_to_cart,2025-01-02 05:55:01,mobile,
101,45,,checkout,2025-01-02 06:04:52,mobile,
102,45,,purchase,2025-01-02 06:06:23,mobile,
103,46,675,visit,2025-01-02 01:37:20,desktop,
104,46,675,view_product,2025-01-02 01:43:58,desktop,
105,47,,visit,2025-01-02 15:23:48,desktop,
106,48,,visit,2025-01-02 21:57:42,desktop,
107,49,93,visit,2025-01-02 14:07:07,desktop,
108,49,93,view_product,2025-01-02 14:10:25,desktop,
109,49,93,add_to_cart,2025-01-02 14:11:52,desktop,
110,50,97,visit,2025-01-02 16:48:52,mobile,
111,51,962,visit,2025-01-02 02:55:20,mobile,
112,51,962,view_product,2025-01-02 03:00:46,mobile,
113,52,1250,visit,2025-01-02 00:51:49,desktop,
114,53,10,visit,2025-01-02 22:00:34,desktop,
115,54,118,visit,2025-01-02 18:27:54,desktop,
116,55,,visit,2025-01-02 05:26:56,mobile,
117,56,,visit,2025-01-02 19:12:10,mobile,
118,56,,view_product,2025-01-02 19:14:45,mobile,
119,57,,visit,2025-01-02 01:33:47,mobile,
120,58,1574,visit,2025-01-02 05:39:37,mobile,
121,58,1574,view_product,2025-01-02 05:44:09,mobile,
122,59,443,visit,2025-01-02 22:15:29,mobile,
123,59,443,view_product,2025-01-02 22:23:32,mobile,
124,60,1558,visit,2025-01-02 07:32:26,mobile,
125,60,1558,view_product,2025-01-02 07:36:35,mobile,
126,60,1558,add_to_cart,2025-01-02 07:37:33,mobile,
127,60,1558,checkout,2025-01-02 07:47:18,mobile,
128,61,,visit,2025-01-02 09:54:30,mobile,
129,62,522,visit,2025-01-02 12:35:44,mobile,
130,63,,visit,2025-01-02 12:58:08,desktop,
131,64,1256,visit,2025-01-02 21:18:49,mobile,
132,65,1125,visit,2025-01-02 18:08:41,mobile,
133,65,1125,view_product,2025-01-02 18:09:08,mobile,
134,66,925,visit,2025-01-02 09:27:15,desktop,
135,67,,visit,2025-01-02 00:28:47,mobile,
136,67,,view_product,2025-01-02 00:36:49,mobile,
137,68,,visit,2025-01-02 18:26:07,mobile,
138,68,,view_product,2025-01-02 18:29:14,mobile,
139,68,,add_to_cart,2025-01-02 18:37:01,mobile,
140,68,,checkout,2025-01-02 18:45:21,mobile,
141,68,,purchase,2025-01-02 18:48:07,mobile,
142,69,8,visit,2025-01-02 23:44:43,mobile,
143,69,8,view_product,2025-01-02 23:51:50,mobile,
144,70,,visit,2025-01-02 03:46:45,mobile,
145,71,,visit,2025-01-02 16:20:07,mobile,
146,71,,view_product,2025-01-02 16:27:11,mobile,
147,71,,add_to_cart,2025-01-02 16:27:18,mobile,
148,72,415,visit,2025-01-03 23:11:43,mobile,
149,73,42,visit,2025-01-03 23:51:25,mobile,
150,73,42,view_product,2025-01-03 23:57:25,mobile,
151,73,42,add_to_cart,2025-01-04 00:04:45,mobile,
152,73,42,checkout,2025-01-04 00:12:59,mobile,
153,73,42,purchase,2025-01-04 00:19:25,mobile,
154,74,836,visit,2025-01-03 13:10:42,desktop,
155,74,836,view_product,2025-01-03 13:20:40,desktop,
156,75,,visit,2025-01-03 01:36:22,mobile,
157,76,1377,visit,2025-01-03 06:48:29,mobile,
158,76,1377,view_product,2025-01-03 06:54:46,mobile,
159,76,1377,add_to_cart,2025-01-03 07:00:18,mobile,
160,77,,visit,2025-01-03 18:17:28,desktop,
161,77,,view_product,2025-01-03 18:26:17,desktop,
162,78,,visit,2025-01-03 01:40:00,desktop,
163,78,,view_product,2025-01-03 01:47:56,desktop,
164,79,495,visit,2025-01-03 13:33:20,mobile,
165,79,495,view_product,2025-01-03 13:37:47,mobile,
166,80,,visit,2025-01-03 15:45:17,mobile,
167,81,,visit,2025-01-03 17:04:46,mobile,
168,81,,view_product,2025-01-03 17:14:28,mobile,
169,81,,add_to_cart,2025-01-03 17:14:53,mobile,
170,82,319,visit,2025-01-03 04:15:29,mobile,
171,82,319,view_product,2025-01-03 04:20:54,mobile,
172,83,,visit,2025-01-03 04:35:32,mobile,
173,84,,visit,2025-01-03 16:01:20,mobile,
174,85,,visit,2025-01-03 02:31:51,desktop,
175,85,,view_product,2025-01-03 02:32:21,desktop,
176,85,,add_to_cart,2025-01-03 02:38:28,desktop,
177,85,,checkout,2025-01-03 02:47:47,desktop,
178,85,,purchase,2025-01-03 02:53:45,desktop,
179,86,,visit,2025-01-03 16:24:08,mobile,
180,87,,visit,2025-01-03 21:36:28,desktop,
181,88,243,visit,2025-01-03 15:31:32,mobile,
182,89,77,visit,2025-01-03 22:13:23,mobile,
183,89,77,view_product,2025-01-03 22:21:42,mobile,
184,90,,visit,2025-01-03 18:31:24,desktop,
185,90,,view_product,2025-01-03 18:39:02,desktop,
186,91,490,visit,2025-01-03 21:38:20,mobile,
187,92,1115,visit,2025-01-03 04:18:52,desktop,
188,92,1115,view_product,2025-01-03 04:23:34,desktop,
189,92,1115,add_to_cart,2025-01-03 04:26:58,desktop,
190,92,1115,checkout,2025-01-03 04:30:10,desktop,
191,92,1115,purchase,2025-01-03 04:40:04,desktop,
192,93,1303,visit,2025-01-03 13:49:52,mobile,
193,93,1303,view_product,2025-01-03 13:57:00,mobile,
194,94,127,visit,2025-01-03 00:22:29,desktop,
195,94,127,view_product,2025-01-03 00:30:52,desktop,
196,95,,visit,2025-01-03 20:54:22,desktop,
197,96,329,visit,2025-01-03 22:00:39,mobile,
198,96,329,view_product,2025-01-03 22:10:16,mobile,
199,97,,visit,2025-01-03 13:37:02,desktop,
200,98,1382,visit,2025-01-03 18:53:25,mobile,
201,99,1087,visit,2025-01-03 02:09:16,desktop,
202,99,1087,view_product,2025-01-03 02:18:56,desktop,
203,100,528,visit,2025-01-03 15:30:08,mobile,
204,100,528,view_product,2025-01-03 15:39:50,mobile,
205,101,192,visit,2025-01-03 12:28:02,mobile,
206,101,192,view_product,2025-01-03 12:29:22,mobile,
207,102,,visit,2025-01-03 14:54:50,mobile,
208,102,,view_product,2025-01-03 14:59:44,mobile,
209,103,,visit,2025-01-03 11:12:43,desktop,
210,103,,view_product,2025-01-03 11:19:55,desktop,
211,104,1183,visit,2025-01-03 00:08:03,mobile,
212,104,1183,view_product,2025-01-03 00:14:32,mobile,
213,105,889,visit,2025-01-03 11:17:37,mobile,
214,105,889,view_product,2025-01-03 11:21:05,mobile,
215,105,889,add_to_cart,2025-01-03 11:27:04,mobile,
216,106,,visit,2025-01-03 13:47:45,mobile,
217,106,,view_product,2025-01-03 13:54:27,mobile,
218,107,,visit,2025-01-03 10:05:51,mobile,
219,107,,view_product,2025-01-03 10:11:01,mobile,
220,107,,add_to_cart,2025-01-03 10:20:29,mobile,
221,108,1115,visit,2025-01-04 18:56:40,desktop,
222,108,1115,view_product,2025-01-04 19:06:15,desktop,
223,109,,visit,2025-01-04 03:47:57,desktop,
224,110,1188,visit,2025-01-04 13:03:58,desktop,
225,110,1188,view_product,2025-01-04 13:05:37,desktop,
226,111,650,visit,2025-01-04 01:42:31,desktop,
227,111,650,view_product,2025-01-04 01:50:19,desktop,
228,111,650,add_to_cart,2025-01-04 01:52:04,desktop,
229,111,650,checkout,2025-01-04 01:55:12,desktop,
230,112,91,visit,2025-01-04 06:59:06,mobile,
231,113,,visit,2025-01-04 15:31:06,desktop,
232,113,,view_product,2025-01-04 15:35:20,desktop,
233,114,1068,visit,2025-01-04 06:39:29,mobile,
234,115,,visit,2025-01-04 08:05:07,mobile,
235,115,,view_product,2025-01-04 08:13:24,mobile,
236,116,,visit,2025-01-04 03:06:14,mobile,
237,116,,view_product,2025-01-04 03:09:19,mobile,
238,117,1413,visit,2025-01-04 02:33:52,mobile,
239,117,1413,view_product,2025-01-04 02:39:57,mobile,
240,117,1413,add_to_cart,2025-01-04 02:44:52,mobile,
241,118,,visit,2025-01-04 06:39:08,mobile,
242,119,1041,visit,2025-01-04 16:37:41,desktop,
243,119,1041,view_product,2025-01-04 16:40:06,desktop,
244,120,262,visit,2025-01-04 10:08:29,mobile,
245,120,262,view_product,2025-01-04 10:16:54,mobile,
246,121,,visit,2025-01-04 06:37:19,mobile,
247,122,58,visit,2025-01-04 12:09:31,mobile,
248,122,58,view_product,2025-01-04 12:15:47,mobile,
249,122,58,add_to_cart,2025-01-04 12:18:54,mobile,
250,123,1391,visit,2025-01-04 15:49:12,desktop,
251,124,603,visit,2025-01-04 12:23:56,mobile,
252,124,603,view_product,2025-01-04 12:32:35,mobile,
253,125,623,visit,2025-01-04 13:46:20,desktop,
254,126,771,visit,2025-01-04 07:09:46,mobile,
255,126,771,view_product,2025-01-04 07:09:56,mobile,
256,127,,visit,2025-01-04 11:27:57,desktop,
257,127,,view_product,2025-01-04 11:37:24,desktop,
258,128,,visit,2025-01-04 20:28:01,mobile,
259,128,,view_product,2025-01-04 20:30:46,mobile,
260,129,888,visit,2025-01-04 00:58:04,mobile,
261,129,888,view_product,2025-01-04 01:07:34,mobile,
262,130,,visit,2025-01-04 04:46:24,mobile,
263,131,1473,visit,2025-01-04 20:58:10,mobile,
264,131,1473,view_product,2025-01-04 21:03:03,mobile,
265,131,1473,add_to_cart,2025-01-04 21:03:32,mobile,
266,131,1473,checkout,2025-01-04 21:12:11,mobile,
267,131,1473,purchase,2025-01-04 21:19:59,mobile,
268,132,1086,visit,2025-01-04 18:46:22,desktop,
269,132,1086,view_product,2025-01-04 18:54:53,desktop,
270,133,,visit,2025-01-04 18:20:34,mobile,
271,134,1110,visit,2025-01-04 14:12:07,desktop,
272,134,1110,view_product,2025-01-04 14:20:12,desktop,
273,134,1110,add_to_cart,2025-01-04 14:20:47,desktop,
274,134,1110,checkout,2025-01-04 14:28:53,desktop,
275,134,1110,purchase,2025-01-04 14:36:10,desktop,
276,135,992,visit,2025-01-04 19:36:25,mobile,
277,136,,visit,2025-01-04 21:03:31,desktop,
278,137,1243,visit,2025-01-04 14:39:50,mobile,
279,137,1243,view_product,2025-01-04 14:49:05,mobile,
280,138,,visit,2025-01-04 09:13:29,mobile,
281,138,,view_product,2025-01-04 09:21:05,mobile,
282,139,,visit,2025-01-04 17:10:01,mobile,
283,139,,view_product,2025-01-04 17:17:10,mobile,
284,140,1032,visit,2025-01-04 19:36:53,desktop,
285,140,1032,view_product,2025-01-04 19:39:24,desktop,
286,141,,visit,2025-01-04 12:18:02,desktop,
287,142,,visit,2025-01-04 16:15:22,desktop,
288,143,,visit,2025-01-04 12:38:19,mobile,
289,143,,view_product,2025-01-04 12:41:10,mobile,
290,144,480,visit,2025-01-04 21:07:43,desktop,
291,144,480,view_product,2025-01-04 21:17:09,desktop,
292,144,480,add_to_cart,2025-01-04 21:20:25,desktop,
293,144,480,checkout,2025-01-04 21:20:47,desktop,
294,144,480,purchase,2025-01-04 21:23:24,desktop,
295,145,719,visit,2025-01-04 05:21:41,mobile,
296,146,,visit,2025-01-04 07:18:39,mobile,
297,147,,visit,2025-01-04 16:10:42,mobile,
298,148,932,visit,2025-01-04 00:51:00,mobile,
299,148,932,view_product,2025-01-04 00:54:01,mobile,
300,149,,visit,2025-01-04 12:18:58,mobile,
301,149,,view_product,2025-01-04 12:21:54,mobile,
302,150,,visit,2025-01-04 16:12:17,mobile,
303,150,,view_product,2025-01-04 16:16:01,mobile,
304,151,,visit,2025-01-05 19:59:54,mobile,
305,152,,visit,2025-01-05 09:13:57,desktop,
306,153,470,visit,2025-01-05 13:35:39,mobile,
307,154,,visit,2025-01-05 02:57:05,mobile,
308,154,,view_product,2025-01-05 03:03:06,mobile,
309,155,764,visit,2025-01-05 04:32:59,mobile,
310,155,764,view_product,2025-01-05 04:42:17,mobile,
311,155,764,add_to_cart,2025-01-05 04:52:03,mobile,
312,155,764,checkout,2025-01-05 04:54:46,mobile,
313,156,,visit,2025-01-05 05:47:29,desktop,
314,157,158,visit,2025-01-05 03:07:00,mobile,
315,157,158,view_product,2025-01-05 03:12:46,mobile,
316,157,158,add_to_cart,2025-01-05 03:13:42,mobile,
317,158,250,visit,2025-01-05 07:48:56,mobile,
318,158,250,view_product,2025-01-05 07:55:07,mobile,
319,159,1245,visit,2025-01-05 06:58:00,mobile,
320,159,1245,view_product,2025-01-05 07:01:44,mobile,
321,159,1245,add_to_cart,2025-01-05 07:10:15,mobile,
322,159,1245,checkout,2025-01-05 07:13:31,mobile,
323,159,1245,purchase,2025-01-05 07:20:22,mobile,
324,160,,visit,2025-01-05 03:12:21,mobile,
325,160,,view_product,2025-01-05 03:18:33,mobile,
326,160,,add_to_cart,2025-01-05 03:25:43,mobile,
327,160,,checkout,2025-01-05 03:32:41,mobile,
328,160,,purchase,2025-01-05 03:38:39,mobile,
329,161,1258,visit,2025-01-05 07:07:23,desktop,
330,162,,visit,2025-01-05 07:02:30,mobile,
331,162,,view_product,2025-01-05 07:06:40,mobile,
332,163,503,visit,2025-01-05 05:24:52,desktop,
333,163,503,view_product,2025-01-05 05:32:48,desktop,
334,164,36,visit,2025-01-05 15:18:42,mobile,
335,164,36,view_product,2025-01-05 15:22:06,mobile,
336,165,279,visit,2025-01-05 22:47:28,mobile,
337,165,279,view_product,2025-01-05 22:47:51,mobile,
338,166,119,visit,2025-01-05 15:28:07,mobile,
339,166,119,view_product,2025-01-05 15:35:22,mobile,
340,167,1165,visit,2025-01-05 12:22:41,desktop,
341,168,779,visit,2025-01-05 19:10:18,mobile,
342,168,779,view_product,2025-01-05 19:14:16,mobile,
343,169,,visit,2025-01-05 05:52:09,desktop,
344,170,,visit,2025-01-05 00:09:34,mobile,
345,170,,view_product,2025-01-05 00:09:39,mobile,
346,171,257,visit,2025-01-05 04:35:56,mobile,
347,171,257,view_product,2025-01-05 04:43:53,mobile,
348,172,,visit,2025-01-05 21:29:35,desktop,
349,173,,visit,2025-01-05 22:26:31,mobile,
350,174,1100,visit,2025-01-05 11:03:47,desktop,
351,174,1100,view_product,2025-01-05 11:08:12,desktop,
352,174,1100,add_to_cart,2025-01-05 11:16:59,desktop,
353,174,1100,checkout,2025-01-05 11:24:04,desktop,
354,175,,visit,2025-01-05 14:49:35,mobile,
355,175,,view_product,2025-01-05 14:59:29,mobile,
356,175,,add_to_cart,2025-01-05 15:02:00,mobile,
357,175,,checkout,2025-01-05 15:07:58,mobile,
358,175,,purchase,2025-01-05 15:15:38,mobile,
359,176,767,visit,2025-01-05 17:34:17,mobile,
360,177,,visit,2025-01-05 08:23:28,mobile,
361,177,,view_product,2025-01-05 08:27:46,mobile,
362,177,,add_to_cart,2025-01-05 08:30:16,mobile,
363,177,,checkout,2025-01-05 08:34:08,mobile,
364,178,1232,visit,2025-01-05 15:54:00,mobile,
365,179,,visit,2025-01-05 05:56:56,desktop,
366,179,,view_product,2025-01-05 06:03:47,desktop,
367,180,,visit,2025-01-05 04:14:21,mobile,
368,180,,view_product,2025-01-05 04:15:19,mobile,
369,181,1348,visit,2025-01-05 00:59:51,mobile,
370,181,1348,view_product,2025-01-05 01:03:16,mobile,
371,182,888,visit,2025-01-05 01:45:26,desktop,
372,183,,visit,2025-01-05 10:48:42,mobile,
373,183,,view_product,2025-01-05 10:55:08,mobile,
374,183,,add_to_cart,2025-01-05 11:02:36,mobile,
375,184,800,visit,2025-01-05 19:03:51,mobile,
376,185,1274,visit,2025-01-05 00:10:20,mobile,
377,186,,visit,2025-01-05 04:55:42,mobile,
378,186,,view_product,2025-01-05 04:58:23,mobile,
379,187,760,visit,2025-01-05 02:13:43,desktop,
380,187,760,view_product,2025-01-05 02:14:20,desktop,
381,188,197,visit,2025-01-05 18:13:17,mobile,
382,189,1245,visit,2025-01-05 02:36:31,mobile,
383,190,,visit,2025-01-05 20:10:50,mobile,
384,190,,view_product,2025-01-05 20:20:14,mobile,
385,191,,visit,2025-01-05 10:57:25,mobile,
386,191,,view_product,2025-01-05 11:00:52,mobile,
387,192,,visit,2025-01-06 19:49:55,mobile,
388,192,,view_product,2025-01-06 19:54:01,mobile,
389,193,,visit,2025-01-06 08:26:39,mobile,
390,194,,visit,2025-01-06 03:23:12,mobile,
391,194,,view_product,2025-01-06 03:30:43,mobile,
392,195,788,visit,2025-01-06 23:49:47,mobile,
393,195,788,view_product,2025-01-06 23:56:54,mobile,
394,196,481,visit,2025-01-06 04:41:36,mobile,
395,196,481,view_product,2025-01-06 04:48:03,mobile,
396,197,1063,visit,2025-01-06 01:23:19,desktop,
397,197,1063,view_product,2025-01-06 01:28:38,desktop,
398,197,1063,add_to_cart,2025-01-06 01:37:25,desktop,
399,197,1063,checkout,2025-01-06 01:43:21,desktop,
400,197,1063,purchase,2025-01-06 01:44:42,desktop,
401,198,,visit,2025-01-06 20:37:46,mobile,
402,198,,view_product,2025-01-06 20:41:26,mobile,
403,198,,add_to_cart,2025-01-06 20:47:44,mobile,
404,198,,checkout,2025-01-06 20:51:56,mobile,
405,198,,purchase,2025-01-06 20:56:12,mobile,
406,199,181,visit,2025-01-06 13:18:34,mobile,
407,199,181,view_product,2025-01-06 13:23:15,mobile,
408,199,181,add_to_cart,2025-01-06 13:32:39,mobile,
409,200,,visit,2025-01-06 11:28:03,mobile,
410,200,,view_product,2025-01-06 11:28:24,mobile,
411,201,,visit,2025-01-06 22:40:16,desktop,
412,202,,visit,2025-01-06 10:34:58,mobile,
413,202,,view_product,2025-01-06 10:41:13,mobile,
414,203,575,visit,2025-01-06 01:03:00,desktop,
415,203,575,view_product,2025-01-06 01:08:25,desktop,
416,203,575,add_to_cart,2025-01-06 01:12:31,desktop,
417,204,,visit,2025-01-06 15:20:06,mobile,
418,205,,visit,2025-01-06 02:28:40,mobile,
419,205,,view_product,2025-01-06 02:34:45,mobile,
420,206,,visit,2025-01-06 06:18:38,desktop,
421,206,,view_product,2025-01-06 06:28:27,desktop,
422,207,,visit,2025-01-06 03:11:08,mobile,
423,207,,view_product,2025-01-06 03:14:31,mobile,
424,208,902,visit,2025-01-06 01:54:22,desktop,
425,208,902,view_product,2025-01-06 01:57:02,desktop,
426,209,255,visit,2025-01-06 08:58:39,mobile,
427,210,1014,visit,2025-01-06 09:11:42,desktop,
428,210,1014,view_product,2025-01-06 09:18:29,desktop,
429,211,,visit,2025-01-06 22:28:01,desktop,
430,211,,view_product,2025-01-06 22:36:25,desktop,
431,212,675,visit,2025-01-06 08:49:39,desktop,
432,212,675,view_product,2025-01-06 08:55:54,desktop,
433,213,706,visit,2025-01-06 10:13:12,mobile,
434,213,706,view_product,2025-01-06 10:17:43,mobile,
435,213,706,add_to_cart,2025-01-06 10:17:51,mobile,
436,213,706,checkout,2025-01-06 10:20:19,mobile,
437,213,706,purchase,2025-01-06 10:29:56,mobile,
438,214,518,visit,2025-01-06 05:44:09,mobile,
439,214,518,view_product,2025-01-06 05:50:44,mobile,
440,215,,visit,2025-01-06 23:38:44,desktop,
441,215,,view_product,2025-01-06 23:43:51,desktop,
442,215,,add_to_cart,2025-01-06 23:48:03,desktop,
443,216,911,visit,2025-01-06 05:04:32,mobile,
444,217,,visit,2025-01-06 12:18:12,mobile,
445,217,,view_product,2025-01-06 12:23:22,mobile,
446,217,,add_to_cart,2025-01-06 12:29:47,mobile,
447,217,,checkout,2025-01-06 12:32:23,mobile,
448,217,,purchase,2025-01-06 12:33:23,mobile,
449,218,,visit,2025-01-06 02:06:50,mobile,
450,218,,view_product,2025-01-06 02:11:34,mobile,
451,219,412,visit,2025-01-06 16:42:42,mobile,
452,219,412,view_product,2025-01-06 16:43:19,mobile,
453,219,412,add_to_cart,2025-01-06 16:52:09,mobile,
454,220,467,visit,2025-01-06 20:52:15,desktop,
455,221,,visit,2025-01-06 16:47:58,mobile,
456,222,,visit,2025-01-06 23:47:01,desktop,
457,222,,view_product,2025-01-06 23:50:39,desktop,
458,223,163,visit,2025-01-06 13:07:41,mobile,
459,224,,visit,2025-01-06 18:08:12,mobile,
460,225,,visit,2025-01-06 02:52:04,mobile,
461,225,,view_product,2025-01-06 02:55:43,mobile,
462,226,,visit,2025-01-06 05:45:53,desktop,
463,227,483,visit,2025-01-06 22:25:41,mobile,
464,227,483,view_product,2025-01-06 22:34:06,mobile,
465,227,483,add_to_cart,2025-01-06 22:34:50,mobile,
466,228,432,visit,2025-01-07 07:13:04,mobile,
467,228,432,view_product,2025-01-07 07:20:12,mobile,
468,229,464,visit,2025-01-07 08:41:43,desktop,
469,229,464,view_product,2025-01-07 08:45:17,desktop,
470,229,464,add_to_cart,2025-01-07 08:53:35,desktop,
471,229,464,checkout,2025-01-07 09:01:20,desktop,
472,229,464,purchase,2025-01-07 09:04:08,desktop,
473,230,141,visit,2025-01-07 02:36:12,desktop,
474,230,141,view_product,2025-01-07 02:36:37,desktop,
475,231,856,visit,2025-01-07 14:25:51,mobile,
476,232,,visit,2025-01-07 19:19:04,desktop,
477,232,,view_product,2025-01-07 19:20:47,desktop,
478,233,1548,visit,2025-01-07 19:47:25,desktop,
479,234,,visit,2025-01-07 15:14:58,desktop,
480,235,818,visit,2025-01-07 21:47:15,desktop,
481,235,818,view_product,2025-01-07 21:48:14,desktop,
482,235,818,add_to_cart,2025-01-07 21:54:42,desktop,
483,236,868,visit,2025-01-07 19:24:38,mobile,
484,236,868,view_product,2025-01-07 19:30:11,mobile,
485,236,868,add_to_cart,2025-01-07 19:31:04,mobile,
486,237,,visit,2025-01-07 14:10:23,mobile,
487,238,944,visit,2025-01-07 23:42:55,mobile,
488,239,1381,visit,2025-01-07 09:54:55,mobile,
489,240,,visit,2025-01-07 20:05:25,mobile,
490,241,407,visit,2025-01-07 05:16:25,mobile,
491,242,1195,visit,2025-01-07 00:29:31,mobile,
492,242,1195,view_product,2025-01-07 00:38:07,mobile,
493,243,2,visit,2025-01-07 07:09:00,mobile,
494,243,2,view_product,2025-01-07 07:17:08,mobile,
495,244,336,visit,2025-01-07 08:03:32,mobile,
496,244,336,view_product,2025-01-07 08:09:33,mobile,
497,244,336,add_to_cart,2025-01-07 08:19:17,mobile,
498,244,336,checkout,2025-01-07 08:21:00,mobile,
499,244,336,purchase,2025-01-07 08:28:47,mobile,
500,245,61,visit,2025-01-07 15:18:45,mobile,
501,246,207,visit,2025-01-07 22:50:30,mobile,
502,246,207,view_product,2025-01-07 23:00:02,mobile,
503,247,1430,visit,2025-01-07 09:43:42,desktop,
504,248,1085,visit,2025-01-07 05:10:22,mobile,
505,249,,visit,2025-01-07 19:01:26,mobile,
