order_item_id,order_id,product_id,quantity,unit_price
268,160,97,1,1049
269,160,2,2,1219
270,161,25,2,1279
271,161,36,1,3429
272,162,74,2,569
273,163,81,1,2109
274,163,86,1,249
275,164,88,1,509
276,164,44,2,4769
277,165,70,1,1079
278,166,104,1,379
279,167,86,2,249
280,168,43,1,209
281,168,63,1,339
282,169,75,1,2779
283,169,107,1,429
284,170,98,2,2369
285,171,43,1,209
286,171,13,1,2419
287,172,33,1,849
288,173,44,2,4769
289,174,65,1,119
290,174,73,1,399
291,175,63,2,339
292,175,99,1,769
293,176,110,2,3309
294,176,90,2,1329
295,176,57,1,1059
296,177,23,1,11319
297,177,33,2,849
298,177,40,2,549
299,178,42,1,1139
300,179,25,1,1279
301,179,6,1,599
302,180,55,1,1309
303,181,56,2,1759
304,182,88,1,509
305,183,89,1,949
306,183,73,1,399
307,184,7,2,3279
308,185,117,1,799
309,186,89,2,949
310,187,65,1,119
311,188,33,2,849
312,189,86,1,249
313,189,87,2,219
314,190,107,1,429
315,191,61,2,1759
316,191,67,1,229
317,192,2,1,1219
318,192,24,1,3709
319,193,14,1,1959
320,193,101,1,3679
321,193,96,1,2909
322,194,50,1,2799
323,194,118,1,499
324,195,53,2,319
325,196,68,1,859
326,197,14,2,1959
327,197,75,1,2779
328,198,101,1,3679
329,199,45,1,1869
330,199,54,2,199
331,200,112,1,139
332,200,51,3,779
333,200,110,2,3309
334,201,28,1,1269
335,202,108,3,909
336,203,38,1,339
337,204,30,1,299
338,204,93,1,849
339,204,20,3,20069
340,205,29,2,1079
341,205,43,2,209
342,206,81,1,2109
343,207,25,1,1279
344,207,86,1,249
345,208,34,1,349
346,208,56,1,1759
347,208,46,1,189
348,209,86,1,249
349,209,85,1,1849
350,210,89,1,949
351,210,118,1,499
352,211,40,1,549
353,212,70,2,1079
354,212,118,1,499
355,213,64,1,409
356,213,92,2,219
357,214,51,2,779
358,215,37,1,1449
359,215,24,2,3709
360,216,109,1,3939
361,216,71,2,1049
362,217,70,1,1079
363,218,41,2,1269
364,218,86,1,249
365,219,15,2,4069
366,219,75,1,2779
367,220,37,1,1449
368,220,9,2,11269
369,220,18,3,10659
370,221,4,1,9779
371,222,26,1,4509
372,222,22,1,13689
373,222,9,1,11269
374,223,72,1,2639
375,223,56,1,1759
376,224,5,1,16419
377,224,77,3,259
378,225,69,1,659
379,226,98,1,2369
380,226,91,1,1129
381,227,120,2,639
382,228,9,1,11269
383,229,56,1,1759
384,229,99,1,769
385,230,73,1,399
386,230,119,2,379
387,230,77,1,259
388,230,98,1,2369
389,231,81,1,2109
390,231,58,1,329
391,231,22,2,13689
392,232,103,1,2229
393,232,8,1,659
394,232,54,3,199
395,233,51,1,779
396,234,17,1,949
397,235,20,1,20069
398,236,30,2,299
399,237,109,1,3939
400,238,71,2,1049
401,238,98,1,2369
402,238,14,1,1959
403,239,10,1,13239
404,239,68,1,859
405,240,45,2,1869
406,240,104,1,379
407,241,11,1,3959
408,241,110,1,3309
409,242,31,1,559
410,242,18,1,10659
411,243,111,1,479
412,244,94,1,889
413,244,111,2,479
414,245,3,2,6139
415,246,84,3,219
416,247,44,1,4769
417,248,70,1,1079
418,248,68,1,859
419,248,10,1,13239
420,249,50,1,2799
421,249,27,1,1069
422,249,88,1,509
423,250,66,1,399
424,250,3,1,6139
425,250,62,1,109
426,251,24,1,3709
427,252,12,1,18439
428,252,75,2,2779
429,253,34,1,349
430,253,78,1,2029
431,254,80,1,669
432,254,48,1,509
433,254,93,2,849
434,255,65,1,119
435,255,79,1,919
436,256,46,1,189
437,256,84,1,219
438,257,102,2,3799
439,258,102,3,3799
440,259,96,1,2909
441,260,76,1,999
442,260,90,1,1329
443,261,100,1,859
444,261,21,2,1179
445,262,46,1,189
446,262,19,3,579
447,262,115,1,719
448,263,62,1,109
449,263,38,2,339
450,264,95,2,1949
451,264,6,1,599
452,265,112,1,139
453,266,81,2,2109
454,266,97,2,1049
455,267,119,1,379
456,268,8,3,659
457,268,6,1,599
458,269,62,1,109
459,270,18,1,10659
460,270,79,1,919
461,270,61,1,1759
462,270,80,1,669
463,271,5,2,16419
464,272,37,1,1449
465,273,47,3,2899
466,274,5,1,16419
467,275,110,1,3309
468,276,32,1,1029
469,276,64,1,409
470,277,102,1,3799
471,277,76,1,999
472,277,17,1,949
473,277,3,1,6139
474,278,55,3,1309
475,278,81,1,2109
476,279,3,1,6139
477,280,5,1,16419
478,280,36,1,3429
479,281,112,1,139
480,282,113,2,559
481,282,11,1,3959
482,282,60,1,679
483,283,44,1,4769
484,284,42,1,1139
485,284,63,1,339
486,284,90,3,1329
487,284,13,1,2419
488,285,107,1,429
489,285,48,1,509
490,285,20,2,20069
491,286,88,1,509
492,287,108,3,909
493,288,51,1,779
494,288,20,3,20069
495,288,95,2,1949
496,289,51,1,779
497,290,67,1,229
498,291,35,1,1069
499,292,67,3,229
500,292,39,3,409
501,293,51,1,779
502,293,62,1,109
503,293,63,1,339
504,293,16,1,2829
505,294,89,1,949
506,294,35,1,1069
507,295,5,1,16419
508,295,18,1,10659
509,295,6,1,599
510,296,2,3,1219
511,296,30,1,299
512,296,20,1,20069
513,297,44,1,4769
514,297,30,1,299
515,297,31,3,559
516,297,91,2,1129
517,298,14,2,1959
518,299,25,1,1279
519,300,64,2,409
520,300,10,1,13239
521,301,61,2,1759
522,302,73,1,399
523,303,82,1,1249
524,303,4,2,9779
525,304,71,1,1049
526,304,117,2,799
527,305,116,1,259
528,305,96,1,2909
529,305,40,1,549
530,306,8,1,659
531,306,104,1,379
532,306,117,2,799
533,306,92,1,219
534,307,82,1,1249
535,307,100,1,859
536,308,35,1,1069
537,308,16,1,2829
538,309,81,2,2109
539,309,15,1,4069
540,310,77,1,259
541,311,53,1,319
542,312,55,1,1309
543,313,5,1,16419
544,314,87,1,219
545,314,96,2,2909
546,315,47,1,2899
547,316,48,1,509
548,316,46,1,189
549,317,49,2,1609
550,317,115,1,719
551,317,93,1,849
552,318,92,2,219
553,318,110,1,3309
554,318,56,1,1759
555,319,18,1,10659
556,319,31,1,559
557,319,85,1,1849
558,319,102,1,3799
559,320,120,1,639
560,321,10,2,13239
561,321,56,1,1759
562,322,94,1,889
563,322,120,1,639
564,323,76,1,999
565,323,110,1,3309
566,323,16,1,2829
567,323,119,1,379
568,324,50,2,2799
569,324,27,3,1069
570,325,118,1,499
571,325,94,2,889
572,326,3,1,6139
573,326,106,1,419
574,326,119,1,379
575,327,98,1,2369
576,327,70,1,1079
577,328,26,1,4509
578,329,46,1,189
579,330,35,2,1069
580,330,22,1,13689
581,331,43,1,209
582,332,33,1,849
583,333,83,2,449
584,334,3,1,6139
585,334,33,1,849
586,334,98,1,2369
587,335,5,1,16419
588,336,70,2,1079
589,337,29,1,1079
590,338,53,1,319
591,339,119,1,379
592,339,93,1,849
593,339,65,2,119
594,339,120,1,639
595,340,88,2,509
596,341,42,1,1139
597,342,81,2,2109
598,342,56,1,1759
599,342,72,1,2639
600,342,93,3,849
601,343,108,1,909
602,344,37,1,1449
603,344,53,1,319
604,344,107,1,429
605,345,20,1,20069
606,345,14,1,1959
607,345,80,2,669
608,346,103,1,2229
609,347,21,1,1179
610,347,2,2,1219
611,348,23,1,11319
612,348,120,1,639
613,348,48,1,509
614,349,73,1,399
615,350,41,1,1269
616,350,112,1,139
617,350,78,1,2029
618,351,95,1,1949
619,352,1,2,3829
620,353,77,1,259
621,353,62,1,109
622,354,27,1,1069
623,355,89,2,949
624,356,87,1,219
625,356,97,1,1049
626,357,88,1,509
627,358,110,1,3309
628,358,42,1,1139
629,358,50,1,2799
630,358,41,1,1269
631,359,75,2,2779
632,360,38,1,339
633,360,103,1,2229
634,361,113,1,559
635,362,112,1,139
636,363,50,2,2799
637,363,24,2,3709
638,364,101,1,3679
639,365,52,1,329
640,365,79,2,919
641,365,11,1,3959
642,365,116,1,259
643,366,23,2,11319
644,366,4,2,9779
645,367,41,2,1269
646,367,46,3,189
647,368,82,1,1249
648,369,79,2,919
649,369,96,1,2909
650,369,27,1,1069
651,370,92,1,219
652,371,33,1,849
653,371,27,1,1069
654,372,57,1,1059
655,373,13,2,2419
656,374,106,1,419
657,374,117,1,799
658,375,81,1,2109
659,375,61,1,1759
660,376,24,1,3709
661,376,87,2,219
662,377,86,1,249
663,378,101,1,3679
664,378,65,1,119
665,379,63,1,339
666,380,12,2,18439
667,381,114,1,879
668,381,16,1,2829
669,382,16,1,2829
670,383,42,2,1139
671,384,55,1,1309
672,385,106,2,419
673,386,95,2,1949
674,386,101,2,3679
675,386,81,2,2109
676,387,82,2,1249
677,388,3,1,6139
678,388,105,2,4109
679,388,6,1,599
680,389,25,1,1279
681,390,70,2,1079
682,391,1,1,3829
683,392,26,1,4509
684,393,46,2,189
685,393,75,1,2779
686,394,113,1,559
687,395,30,1,299
688,396,20,2,20069
689,396,120,1,639
690,396,3,1,6139
691,397,113,1,559
692,398,102,1,3799
693,399,83,1,449
694,399,96,2,2909
695,400,62,2,109
696,401,94,2,889
697,402,4,1,9779
698,403,94,1,889
699,404,12,1,18439
700,405,89,1,949
701,406,103,1,2229
702,407,62,1,109
703,408,105,1,4109
704,409,8,1,659
705,409,83,1,449
706,410,80,2,669
707,411,98,2,2369
708,411,84,2,219
709,411,20,1,20069
710,412,57,1,1059
711,413,4,1,9779
712,414,111,1,479
713,415,55,1,1309
714,416,97,1,1049
715,417,63,1,339
716,417,56,1,1759
717,417,81,1,2109
718,418,104,1,379
719,418,40,1,549
720,419,69,3,659
721,420,46,1,189
722,420,90,1,1329
723,421,4,1,9779
724,421,47,1,2899
725,422,38,2,339
726,422,92,1,219
727,423,95,1,1949
728,423,82,3,1249
729,424,28,1,1269
730,424,89,1,949
731,425,89,1,949
732,426,91,1,1129
733,427,87,2,219
734,428,32,1,1029
735,428,107,1,429
736,429,107,1,429
737,429,20,1,20069
738,430,108,1,909
739,430,57,1,1059
740,431,58,2,329
741,431,24,1,3709
742,431,77,3,259
743,432,57,1,1059
744,433,6,1,599
745,433,54,1,199
746,434,67,1,229
747,434,61,2,1759
748,435,83,1,449
749,436,83,2,449
750,436,89,1,949
751,437,100,1,859
752,437,61,1,1759
753,438,93,1,849
754,438,106,1,419
755,439,112,1,139
756,439,50,1,2799
757,440,31,1,559
758,440,91,1,1129
759,440,3,1,6139
760,441,70,2,1079
761,442,109,1,3939
762,443,113,2,559
763,443,35,1,1069
764,444,93,1,849
765,444,118,2,499
766,445,103,1,2229
767,445,18,1,10659
768,446,47,1,2899
769,447,85,1,1849
770,447,79,1,919
771,448,56,1,1759
772,448,102,1,3799
773,448,85,1,1849
774,449,71,1,1049
775,450,59,1,769
776,451,61,1,1759
777,451,40,2,549
778,451,66,1,399
779,452,56,1,1759
780,453,70,1,1079
781,453,50,1,2799
782,453,62,2,109
783,454,110,1,3309
784,455,101,1,3679
785,456,106,1,419
786,457,29,1,1079
787,458,73,2,399
788,459,111,1,479
789,460,76,3,999
790,460,15,2,4069
791,461,85,1,1849
792,462,2,1,1219
793,462,46,1,189
794,462,1,2,3829
795,462,118,1,499
796,463,81,2,2109
797,463,94,1,889
798,463,46,1,189
799,463,45,2,1869
800,464,102,1,3799
801,465,100,1,859
802,465,59,1,769
803,465,51,1,779
804,466,50,3,2799
805,466,16,1,2829
806,467,11,1,3959
807,468,117,1,799
808,469,97,1,1049
809,470,57,2,1059
810,471,11,2,3959
811,472,112,1,139
812,473,44,1,4769
813,473,35,2,1069
814,474,62,1,109
815,475,115,1,719
816,475,88,1,509
817,476,101,1,3679
818,477,40,2,549
819,478,51,1,779
820,479,24,1,3709
821,480,93,1,849
822,480,80,1,669
823,481,45,1,1869
824,481,79,1,919
825,482,69,1,659
826,482,92,1,219
827,483,29,1,1079
828,484,68,1,859
829,484,5,1,16419
830,484,29,2,1079
831,485,65,2,119
832,485,91,1,1129
833,486,32,2,1029
834,486,78,2,2029
835,486,49,2,1609
836,487,112,1,139
837,488,104,1,379
838,488,53,1,319
839,489,51,2,779
840,489,31,1,559
841,490,70,2,1079
842,490,8,1,659
843,491,87,1,219
844,492,61,1,1759
845,493,78,3,2029
846,494,54,1,199
847,495,103,2,2229
848,496,101,1,3679
849,496,9,1,11269
850,496,11,1,3959
851,497,7,2,3279
852,497,57,1,1059
853,498,54,1,199
854,499,15,1,4069
855,500,103,1,2229
856,500,110,1,3309
857,501,36,1,3429
858,501,91,1,1129
859,502,40,1,549
860,503,82,1,1249
861,503,25,2,1279
862,503,46,1,189
863,504,101,1,3679
864,505,89,2,949
865,506,25,2,1279
866,506,27,1,1069
867,506,24,1,3709
868,507,33,1,849
869,507,40,1,549
870,508,50,2,2799
871,509,17,1,949
872,510,92,1,219
873,511,15,1,4069
874,511,19,1,579
875,511,9,2,11269
876,512,66,1,399
877,513,55,1,1309
878,514,64,1,409
879,514,74,1,569
880,515,103,1,2229
881,516,106,1,419
882,517,107,1,429
883,518,97,2,1049
884,518,9,2,11269
885,518,118,1,499
886,519,64,2,409
887,520,29,2,1079
888,520,6,1,599
889,520,61,2,1759
890,521,53,1,319
891,521,96,3,2909
892,521,66,1,399
893,522,90,1,1329
894,522,102,1,3799
895,523,31,1,559
896,524,77,1,259
897,524,20,1,20069
898,525,118,1,499
899,526,31,1,559
900,527,51,1,779
901,528,36,1,3429
902,528,110,1,3309
903,528,86,1,249
904,528,48,1,509
905,529,38,1,339
906,530,41,2,1269
907,531,60,1,679
908,531,55,2,1309
909,532,22,1,13689
910,532,120,1,639
911,533,10,1,13239
912,533,92,1,219
913,533,112,2,139
914,534,60,1,679
915,534,61,2,1759
916,535,112,2,139
917,535,29,1,1079
918,535,119,1,379
919,536,39,1,409
920,537,8,1,659
921,538,97,1,1049
922,539,25,1,1279
923,539,112,1,139
924,540,44,1,4769
925,540,101,1,3679
926,540,16,3,2829
927,541,26,1,4509
928,542,44,1,4769
929,542,18,1,10659
930,543,92,1,219
931,543,101,2,3679
932,544,13,1,2419
933,544,86,1,249
934,545,50,1,2799
935,546,112,1,139
936,547,2,1,1219
937,547,99,1,769
938,548,113,3,559
939,549,48,3,509
940,550,33,2,849
941,550,4,1,9779
942,550,55,2,1309
943,550,63,2,339
944,551,88,1,509
945,551,69,1,659
946,551,49,2,1609
947,551,51,3,779
948,552,86,1,249
949,552,23,1,11319
950,552,70,2,1079
951,553,83,2,449
952,554,98,1,2369
953,555,58,1,329
954,556,96,2,2909
955,556,68,2,859
956,557,46,2,189
957,557,33,1,849
958,557,30,1,299
959,558,71,1,1049
960,558,40,1,549
961,558,108,1,909
962,559,17,1,949
963,559,16,1,2829
964,559,37,2,1449
965,560,47,1,2899
966,561,107,1,429
967,561,92,1,219
968,562,63,1,339
969,562,52,1,329
970,563,11,1,3959
971,563,118,2,499
972,563,2,1,1219
973,564,49,1,1609
974,564,63,1,339
975,565,22,1,13689
976,565,5,1,16419
977,566,37,1,1449
978,566,115,1,719
979,567,88,1,509
980,568,81,2,2109
981,569,76,1,999
982,570,4,2,9779
983,571,43,1,209
984,571,118,1,499
985,572,36,1,3429
986,573,83,1,449
987,574,7,1,3279
988,575,12,1,18439
989,576,67,1,229
990,576,5,1,16419
991,577,17,1,949
992,578,119,2,379
993,578,107,1,429
994,578,78,1,2029
995,579,69,1,659
996,579,19,1,579
997,579,33,1,849
998,580,94,2,889
999,580,54,1,199
1000,580,14,1,1959
1001,581,116,1,259
1002,581,109,1,3939
1003,582,64,1,409
1004,582,63,1,339
1005,583,72,1,2639
1006,584,45,1,1869
1007,584,11,1,3959
1008,585,17,1,949
1009,586,30,2,299
1010,586,31,3,559
1011,586,114,1,879
1012,586,61,1,1759
1013,587,66,1,399
1014,588,112,3,139
1015,589,37,2,1449
1016,589,25,1,1279
1017,589,101,3,3679
1018,590,5,1,16419
1019,590,96,1,2909
1020,590,25,1,1279
1021,591,36,1,3429
1022,592,57,2,1059
1023,593,49,2,1609
1024,594,12,1,18439
1025,595,116,1,259
1026,596,112,1,139
1027,596,51,1,779
1028,596,59,1,769
1029,597,7,1,3279
1030,598,64,2,409
1031,599,35,2,1069
1032,600,90,1,1329
1033,601,61,2,1759
1034,601,44,1,4769
1035,602,95,1,1949
1036,602,117,1,799
1037,602,57,1,1059
1038,602,108,2,909
1039,603,87,1,219
1040,603,78,1,2029
1041,604,7,1,3279
1042,605,40,1,549
1043,606,116,1,259
1044,607,79,3,919
1045,608,113,1,559
1046,608,19,1,579
1047,609,83,1,449
1048,610,47,1,2899
1049,611,79,1,919
1050,612,72,1,2639
1051,613,16,1,2829
1052,613,106,1,419
1053,614,36,1,3429
1054,614,66,2,399
1055,615,15,2,4069
1056,615,37,1,1449
1057,616,9,1,11269
1058,617,12,1,18439
1059,617,42,1,1139
1060,617,80,2,669
1061,618,80,1,669
1062,618,97,1,1049
1063,619,104,1,379
1064,620,106,1,419
1065,620,20,2,20069
1066,620,67,1,229
1067,621,42,1,1139
1068,622,96,1,2909
1069,623,36,1,3429
1070,623,1,1,3829
1071,623,66,1,399
1072,624,48,2,509
1073,625,46,1,189
1074,625,32,1,1029
1075,625,71,3,1049
1076,626,100,2,859
1077,626,19,1,579
1078,626,116,1,259
1079,627,37,1,1449
1080,627,31,1,559
1081,627,27,1,1069
1082,628,1,3,3829
1083,629,100,1,859
1084,630,52,1,329
1085,630,33,1,849
1086,630,67,2,229
1087,631,87,1,219
1088,631,38,1,339
1089,631,103,1,2229
1090,631,36,1,3429
1091,632,100,1,859
1092,633,110,1,3309
1093,634,9,1,11269
1094,635,19,1,579
1095,635,45,1,1869
1096,636,31,1,559
1097,636,11,1,3959
1098,637,41,1,1269
1099,638,95,2,1949
1100,638,108,1,909
1101,639,57,1,1059
1102,640,110,2,3309
1103,641,68,1,859
1104,642,85,3,1849
1105,643,72,1,2639
1106,643,23,2,11319
1107,643,44,1,4769
1108,643,92,1,219
1109,644,38,2,339
1110,645,50,2,2799
1111,646,15,1,4069
1112,646,42,1,1139
1113,647,118,1,499
1114,647,6,1,599
1115,648,71,1,1049
1116,649,72,1,2639
1117,649,1,2,3829
1118,649,120,2,639
1119,649,65,1,119
1120,650,57,1,1059
1121,651,9,1,11269
1122,651,109,1,3939
1123,652,62,1,109
1124,652,38,1,339
1125,652,120,1,639
1126,653,63,2,339
1127,654,120,2,639
1128,654,13,1,2419
1129,655,27,1,1069
1130,656,63,1,339
1131,656,87,1,219
1132,656,83,1,449
1133,656,34,1,349
1134,657,65,1,119
1135,658,16,2,2829
1136,659,107,1,429
1137,660,18,2,10659
1138,660,11,2,3959
1139,661,53,1,319
1140,661,10,2,13239
1141,661,56,1,1759
1142,661,16,1,2829
1143,662,6,1,599
1144,663,88,2,509
1145,664,104,3,379
1146,664,19,1,579
1147,665,46,1,189
1148,666,62,1,109
1149,666,100,3,859
1150,667,97,2,1049
1151,668,8,1,659
1152,668,107,1,429
1153,668,38,1,339
1154,669,99,1,769
1155,670,20,1,20069
1156,670,110,1,3309
1157,671,67,1,229
1158,672,27,1,1069
1159,673,100,2,859
1160,673,94,2,889
1161,673,19,1,579
1162,674,26,2,4509
1163,674,52,1,329
1164,674,98,1,2369
1165,675,58,1,329
1166,676,72,2,2639
1167,676,28,1,1269
1168,677,69,1,659
1169,678,78,1,2029
1170,678,106,1,419
1171,678,18,1,10659
1172,679,7,1,3279
1173,680,96,2,2909
1174,680,46,1,189
1175,681,118,1,499
1176,681,55,1,1309
1177,682,39,2,409
1178,683,51,1,779
1179,684,10,1,13239
1180,685,73,1,399
1181,685,86,1,249
1182,686,119,2,379
1183,687,3,1,6139
1184,687,9,2,11269
1185,688,73,2,399
1186,689,105,2,4109
1187,690,74,1,569
1188,690,108,2,909
1189,691,19,1,579
1190,691,13,1,2419
1191,692,76,1,999
1192,692,7,1,3279
1193,692,113,2,559
1194,693,79,1,919
1195,693,20,2,20069
1196,694,119,3,379
1197,695,1,1,3829
1198,696,119,2,379
1199,696,23,1,11319
1200,697,51,1,779
1201,698,30,1,299
1202,698,88,2,509
1203,699,108,1,909
1204,700,70,1,1079
1205,700,18,1,10659
1206,701,55,1,1309
1207,702,100,2,859
1208,702,88,1,509
1209,702,62,1,109
1210,702,66,1,399
1211,703,41,1,1269
1212,703,64,1,409
1213,703,120,2,639
1214,704,85,1,1849
1215,704,76,1,999
1216,704,92,2,219
1217,705,94,1,889
1218,705,9,1,11269
1219,705,93,1,849
1220,706,113,2,559
1221,707,38,1,339
1222,707,91,1,1129
1223,708,47,2,2899
1224,708,51,1,779
1225,708,70,1,1079
1226,709,16,1,2829
1227,709,106,1,419
1228,709,38,2,339
1229,710,100,2,859
1230,711,77,1,259
1231,711,45,1,1869
1232,711,20,3,20069
1233,712,12,1,18439
1234,713,93,1,849
1235,714,97,1,1049
1236,714,100,1,859
1237,714,71,1,1049
1238,715,9,1,11269
1239,716,36,3,3429
1240,717,62,1,109
1241,718,17,1,949
1242,719,26,1,4509
1243,719,8,1,659
1244,720,68,1,859
1245,721,56,2,1759
1246,722,74,1,569
1247,722,65,1,119
1248,723,1,2,3829
1249,724,49,1,1609
1250,725,86,3,249
1251,725,84,2,219
1252,726,78,1,2029
1253,727,98,1,2369
1254,728,116,1,259
1255,728,25,1,1279
1256,729,85,1,1849
1257,729,51,1,779
1258,729,62,2,109
1259,730,81,1,2109
1260,731,7,1,3279
1261,732,86,1,249
1262,732,37,1,1449
1263,732,16,1,2829
1264,733,21,2,1179
1265,734,82,2,1249
1266,734,21,2,1179
1267,735,60,2,679
1268,735,23,1,11319
1269,736,114,1,879
1270,736,80,2,669
1271,736,120,1,639
1272,736,28,1,1269
1273,737,64,2,409
1274,737,1,1,3829
1275,738,99,1,769
1276,739,58,1,329
1277,740,87,1,219
1278,740,17,1,949
1279,741,7,1,3279
1280,741,116,1,259
1281,742,79,1,919
1282,742,23,1,11319
1283,742,57,2,1059
1284,743,61,1,1759
1285,743,119,3,379
1286,744,15,1,4069
1287,745,105,2,4109
1288,745,45,1,1869
1289,745,36,1,3429
1290,746,76,2,999
1291,747,7,1,3279
1292,747,104,1,379
1293,748,93,2,849
1294,748,27,1,1069
1295,749,16,1,2829
1296,749,75,1,2779
1297,749,25,1,1279
1298,749,52,2,329
1299,750,16,1,2829
1300,751,43,1,209
