customer_id,city,channel,signup_month,days_to_first_order,first_payment_method,first_status,first_discount_pct,first_n_items,first_has_electronics,first_order_value,days_since_first_order,repeated
108,Chiang Mai,organic,1,10,credit_card,completed,0,3,0,8466,691,1
109,Khon Kaen,organic,1,12,credit_card,returned,0,1,0,999,688,0
110,Udon Thani,organic,1,8,cod,completed,0,1,0,1059,692,1
111,Khon Kaen,organic,1,2,promptpay,completed,0,3,1,6526,698,0
112,Bangkok,ads,1,8,promptpay,completed,0,1,0,569,692,0
113,Chon Buri,organic,1,2,promptpay,completed,0,2,0,7146,698,1
114,Chon Buri,organic,2,8,promptpay,completed,15,1,0,569,691,1
115,Bangkok,organic,2,11,promptpay,completed,10,1,0,509,688,1
116,Hat Yai,referral,2,14,credit_card,completed,0,2,0,8437,685,1
117,Udon Thani,ads,2,5,credit_card,completed,0,2,0,2387,693,1
118,Nakhon Ratchasima,ads,2,9,promptpay,completed,0,1,0,1449,689,1
119,Hat Yai,organic,2,12,credit_card,returned,10,1,0,2799,685,0
121,Bangkok,organic,2,6,credit_card,completed,0,1,0,2158,690,1
122,Bangkok,organic,2,2,promptpay,completed,0,3,0,3855,694,1
123,Bangkok,organic,2,3,credit_card,completed,0,1,1,4069,693,0
124,Bangkok,referral,2,8,credit_card,completed,0,1,0,1049,688,1
125,Nakhon Ratchasima,organic,2,8,bank_transfer,cancelled,5,1,0,4769,687,0
126,Khon Kaen,organic,2,6,credit_card,completed,0,3,0,5056,689,0
127,Hat Yai,organic,2,3,credit_card,completed,5,1,0,419,692,1
128,Phuket,organic,2,1,promptpay,completed,0,1,0,319,694,1
129,Nakhon Ratchasima,organic,2,10,promptpay,completed,5,1,0,209,684,1
130,Bangkok,organic,2,10,cod,completed,0,1,0,999,684,1
131,Hat Yai,organic,2,1,bank_transfer,completed,0,1,0,6618,693,0
132,Bangkok,organic,2,0,promptpay,completed,0,1,0,669,694,1
133,Chon Buri,organic,2,4,promptpay,cancelled,0,1,0,499,690,0
134,Bangkok,organic,2,0,promptpay,completed,20,1,0,299,693,1
135,Bangkok,organic,2,5,credit_card,completed,15,2,0,7166,688,0
136,Chiang Mai,organic,2,14,credit_card,completed,0,1,1,6558,679,0
138,Chiang Mai,organic,2,13,promptpay,completed,0,2,0,1447,680,0
140,Chiang Mai,ads,2,10,credit_card,completed,0,1,0,379,682,0
142,Chon Buri,referral,2,1,promptpay,completed,0,1,0,199,691,1
144,Nakhon Ratchasima,ads,2,3,credit_card,completed,0,3,1,8716,688,0
145,Khon Kaen,organic,2,1,promptpay,cancelled,5,1,1,579,690,1
146,Bangkok,ads,2,5,cod,completed,5,2,0,857,686,1
147,Nakhon Ratchasima,organic,2,6,credit_card,completed,0,3,1,11527,685,1
148,Bangkok,organic,2,5,promptpay,completed,10,1,1,9779,686,0
149,Chon Buri,organic,2,4,promptpay,completed,0,4,0,9985,687,1
150,Khon Kaen,referral,2,9,credit_card,completed,5,2,0,548,681,0
151,Nakhon Ratchasima,organic,2,5,credit_card,completed,0,3,0,4335,685,1
152,Khon Kaen,organic,2,10,cod,cancelled,0,3,0,10335,680,0
153,Chon Buri,ads,2,4,credit_card,completed,0,1,0,2109,686,0
155,Bangkok,organic,2,9,promptpay,completed,0,3,1,14115,680,1
157,Bangkok,referral,2,2,credit_card,completed,0,1,0,219,687,1
158,Bangkok,organic,2,4,promptpay,completed,0,2,1,3487,684,1
159,Nakhon Ratchasima,organic,2,7,credit_card,completed,0,2,0,3208,681,1
160,Nakhon Ratchasima,ads,2,6,promptpay,completed,0,1,0,498,682,1
161,Chon Buri,ads,2,4,credit_card,completed,0,2,1,5987,684,1
162,Chon Buri,ads,2,9,bank_transfer,completed,10,1,0,1898,679,0
163,Bangkok,ads,2,7,promptpay,completed,5,1,0,4738,681,1
165,Phuket,organic,2,6,cod,completed,20,2,1,2628,681,1
166,Phuket,organic,2,14,promptpay,returned,5,1,0,549,673,0
167,Hat Yai,ads,2,3,bank_transfer,completed,0,1,0,1138,684,1
168,Bangkok,organic,2,6,credit_card,completed,5,1,0,1139,680,0
169,Bangkok,referral,2,9,promptpay,completed,0,1,0,859,677,0
170,Bangkok,organic,2,0,promptpay,completed,0,3,1,15137,685,1
171,Chon Buri,organic,2,7,credit_card,completed,15,2,0,3747,678,1
173,Bangkok,organic,2,11,promptpay,completed,0,3,0,2297,674,0
174,Khon Kaen,referral,2,4,promptpay,completed,0,2,1,1878,680,1
175,Hat Yai,ads,2,3,credit_card,completed,0,1,0,849,681,1
176,Khon Kaen,referral,2,7,bank_transfer,completed,0,2,1,6697,677,1
177,Chiang Mai,organic,2,10,promptpay,completed,0,2,0,2098,674,0
178,Chon Buri,organic,2,4,credit_card,cancelled,0,1,0,1309,680,1
179,Bangkok,ads,2,4,cod,completed,0,1,0,119,679,1
180,Bangkok,referral,2,3,credit_card,completed,20,1,0,3518,680,1
181,Udon Thani,organic,2,9,promptpay,completed,0,2,0,2657,673,1
182,Bangkok,ads,2,9,cod,completed,0,2,0,6037,672,0
183,Bangkok,organic,2,7,cod,completed,0,2,0,1448,674,1
184,Udon Thani,ads,2,10,promptpay,completed,0,2,1,10917,671,1
185,Chiang Mai,organic,2,3,promptpay,completed,5,2,1,4928,678,0
186,Nakhon Ratchasima,organic,2,0,promptpay,completed,0,1,0,509,680,1
187,Udon Thani,organic,2,12,promptpay,completed,10,1,0,779,668,1
188,Nakhon Ratchasima,organic,2,0,credit_card,completed,0,1,0,1698,679,1
191,Khon Kaen,organic,2,8,promptpay,completed,5,3,1,55964,671,0
192,Bangkok,organic,2,2,cod,completed,10,1,0,3679,677,1
193,Chon Buri,ads,2,6,credit_card,completed,0,2,0,847,673,1
194,Nakhon Ratchasima,ads,2,7,cod,completed,0,1,0,1079,672,0
195,Bangkok,organic,2,2,promptpay,completed,0,2,0,2267,677,1
196,Bangkok,organic,2,1,credit_card,completed,0,3,1,8547,678,1
197,Chon Buri,organic,2,12,promptpay,completed,0,2,0,4117,666,0
198,Hat Yai,organic,2,3,credit_card,completed,0,1,0,339,675,0
199,Nakhon Ratchasima,organic,2,3,credit_card,completed,0,3,1,61355,675,0
200,Bangkok,ads,2,7,credit_card,completed,0,1,1,9779,671,0
202,Khon Kaen,organic,2,0,credit_card,completed,0,3,0,9094,677,0
203,Bangkok,organic,2,9,promptpay,returned,0,1,1,949,668,0
204,Bangkok,organic,2,13,credit_card,completed,10,3,0,4377,663,1
205,Nakhon Ratchasima,organic,2,7,credit_card,completed,15,1,0,1278,669,1
206,Udon Thani,referral,2,10,credit_card,returned,0,2,0,1847,665,1
207,Chon Buri,referral,2,3,cod,completed,0,2,0,2787,672,1
208,Bangkok,ads,2,6,promptpay,completed,0,1,1,11269,669,1
209,Chon Buri,referral,2,11,promptpay,completed,0,3,1,15177,664,1
212,Bangkok,organic,2,0,promptpay,completed,0,1,0,1558,673,1
213,Phuket,organic,2,6,promptpay,completed,0,3,1,6426,667,1
214,Bangkok,organic,2,13,credit_card,completed,0,1,0,11397,660,1
217,Bangkok,ads,2,1,promptpay,completed,0,3,1,29467,671,0
218,Khon Kaen,ads,2,8,promptpay,returned,0,3,1,6647,663,0
219,Chiang Mai,ads,2,11,promptpay,completed,0,1,0,2909,660,0
220,Chiang Mai,ads,2,3,credit_card,completed,0,1,1,20069,668,1
222,Bangkok,organic,3,4,promptpay,cancelled,0,2,1,7268,666,1
223,Chiang Mai,organic,3,11,credit_card,returned,5,1,1,32838,659,1
224,Bangkok,ads,3,9,promptpay,completed,0,2,0,2328,660,0
225,Hat Yai,organic,3,9,credit_card,completed,0,2,1,3217,660,1
226,Bangkok,organic,3,10,promptpay,completed,20,1,0,1449,659,1
227,Phuket,organic,3,9,promptpay,completed,15,3,1,2645,660,1
229,Khon Kaen,referral,3,7,bank_transfer,completed,0,3,0,2876,662,0
230,Chon Buri,organic,3,8,credit_card,completed,0,2,0,787,660,0
231,Chiang Mai,ads,3,13,cod,completed,0,3,1,24025,655,0
232,Bangkok,referral,3,0,cod,completed,0,1,0,598,668,1
233,Phuket,organic,3,10,promptpay,completed,0,4,1,11886,658,1
234,Nakhon Ratchasima,organic,3,9,promptpay,completed,0,2,0,6036,658,1
235,Chiang Mai,organic,3,14,credit_card,completed,0,2,0,2647,653,1
236,Bangkok,ads,3,9,promptpay,completed,15,1,1,6139,658,1
237,Bangkok,referral,3,8,promptpay,cancelled,0,1,0,8697,659,0
238,Phuket,organic,3,14,credit_card,completed,0,1,0,319,652,1
240,Chon Buri,ads,3,13,credit_card,completed,0,3,0,3717,653,1
241,Bangkok,ads,3,5,promptpay,completed,5,2,0,408,661,1
242,Chon Buri,organic,3,1,credit_card,completed,0,1,1,12278,665,0
243,Bangkok,organic,3,14,cod,completed,0,3,0,5506,651,1
244,Nakhon Ratchasima,ads,3,9,promptpay,completed,5,1,0,779,656,0
245,Udon Thani,organic,3,5,promptpay,cancelled,0,2,1,4497,660,1
246,Bangkok,referral,3,6,credit_card,completed,0,2,1,19848,658,1
247,Chiang Mai,referral,3,1,cod,completed,5,1,1,3709,663,1
248,Bangkok,organic,3,8,credit_card,completed,0,1,0,229,656,1
249,Bangkok,organic,3,11,credit_card,completed,0,4,1,2855,653,1
250,Phuket,referral,3,12,credit_card,completed,5,4,1,16866,651,1
251,Udon Thani,organic,3,6,cod,returned,0,1,0,2727,657,0
252,Bangkok,organic,3,5,credit_card,completed,0,1,0,139,658,1
253,Nakhon Ratchasima,referral,3,3,credit_card,completed,20,1,0,139,660,1
254,Bangkok,organic,3,4,promptpay,completed,15,1,1,16419,659,0
255,Bangkok,ads,3,14,credit_card,completed,20,1,0,898,648,0
257,Bangkok,ads,3,8,promptpay,completed,0,1,1,3918,654,0
258,Hat Yai,ads,3,9,credit_card,completed,5,1,0,1309,652,1
259,Bangkok,organic,3,3,credit_card,completed,0,3,1,5756,658,0
260,Hat Yai,referral,3,3,bank_transfer,completed,0,3,1,64884,657,1
261,Bangkok,organic,3,12,cod,completed,0,3,1,9357,648,1
264,Bangkok,organic,3,3,credit_card,completed,10,1,0,1069,656,1
265,Phuket,organic,3,3,credit_card,completed,0,2,0,1914,656,1
267,Khon Kaen,organic,3,4,promptpay,cancelled,0,4,0,9003,655,1
268,Bangkok,organic,3,14,credit_card,completed,0,1,0,5558,644,1
269,Hat Yai,organic,3,8,credit_card,completed,0,2,0,2277,650,0
270,Nakhon Ratchasima,organic,3,10,credit_card,returned,0,1,1,16419,648,1
271,Hat Yai,organic,3,4,promptpay,completed,0,1,1,1279,654,1
272,Khon Kaen,ads,3,6,promptpay,cancelled,0,1,0,639,651,0
273,Bangkok,organic,3,1,credit_card,completed,0,4,1,4056,656,1
274,Chiang Mai,referral,3,5,cod,completed,0,2,1,28237,651,0
275,Bangkok,ads,3,8,promptpay,completed,0,1,0,2158,648,0
276,Khon Kaen,organic,3,8,cod,completed,0,1,0,1079,648,0
277,Chiang Mai,organic,3,4,credit_card,cancelled,0,1,1,16419,652,1
278,Chiang Mai,ads,3,2,promptpay,completed,5,2,1,14057,654,0
279,Bangkok,organic,3,6,bank_transfer,completed,10,3,1,6937,650,1
280,Bangkok,referral,3,5,cod,completed,0,2,0,3448,650,1
281,Chon Buri,ads,3,1,promptpay,completed,0,1,0,3518,654,1
282,Hat Yai,organic,3,12,credit_card,completed,5,2,1,13016,643,1
283,Chiang Mai,ads,3,7,cod,completed,0,4,0,11163,647,0
284,Bangkok,organic,3,1,credit_card,completed,0,2,0,2108,653,1
287,Nakhon Ratchasima,organic,3,3,promptpay,completed,0,2,0,1528,651,1
289,Chon Buri,organic,3,8,credit_card,completed,0,3,1,12467,646,1
290,Hat Yai,organic,3,1,promptpay,completed,10,2,1,3898,653,1
291,Bangkok,ads,3,13,promptpay,completed,0,3,0,15474,640,1
293,Bangkok,organic,3,6,promptpay,completed,0,1,0,909,647,0
294,Khon Kaen,organic,3,10,promptpay,completed,0,4,1,6385,643,1
295,Bangkok,organic,3,14,promptpay,completed,15,1,0,559,639,1
296,Bangkok,organic,3,10,cod,completed,0,2,1,42196,643,1
298,Chon Buri,organic,3,4,promptpay,completed,20,1,0,319,648,1
299,Bangkok,organic,3,3,cod,completed,10,1,0,849,649,0
300,Bangkok,organic,3,1,credit_card,completed,0,4,1,7516,651,1
301,Bangkok,organic,3,8,credit_card,completed,0,2,0,2568,644,0
303,Nakhon Ratchasima,ads,3,7,cod,cancelled,0,1,0,1949,645,0
304,Khon Kaen,ads,3,8,cod,completed,15,2,0,3105,643,0
305,Nakhon Ratchasima,ads,3,6,promptpay,completed,0,1,1,7658,645,0
306,Bangkok,organic,3,9,promptpay,completed,0,2,0,1918,642,1
307,Bangkok,organic,3,10,cod,completed,20,1,0,249,641,1
308,Nakhon Ratchasima,organic,3,9,promptpay,completed,10,1,0,1059,642,1
309,Nakhon Ratchasima,organic,3,7,credit_card,cancelled,0,1,0,1249,643,1
310,Hat Yai,organic,3,9,promptpay,completed,5,2,0,3798,641,1
311,Chon Buri,organic,3,8,promptpay,completed,10,1,1,4838,642,0
312,Khon Kaen,ads,3,5,credit_card,completed,10,2,0,368,645,1
313,Chiang Mai,organic,3,0,promptpay,completed,0,1,0,4509,650,0
314,Chon Buri,referral,3,11,credit_card,completed,15,1,0,889,638,1
316,Bangkok,organic,3,3,promptpay,completed,5,1,0,1069,645,0
317,Chiang Mai,ads,3,9,credit_card,returned,5,3,1,46916,639,1
319,Bangkok,organic,3,8,credit_card,cancelled,0,1,0,559,639,1
320,Chiang Mai,ads,3,13,credit_card,completed,0,2,1,20498,634,0
321,Udon Thani,organic,3,3,credit_card,completed,0,1,0,559,644,0
322,Chiang Mai,ads,3,0,credit_card,completed,10,3,0,2197,647,1
323,Bangkok,organic,3,2,cod,completed,5,1,0,1898,645,0
325,Chiang Mai,organic,3,11,promptpay,completed,0,2,1,12678,635,1
327,Bangkok,organic,3,14,credit_card,completed,0,2,0,1847,632,0
328,Khon Kaen,ads,3,3,promptpay,completed,20,2,0,1218,642,0
329,Bangkok,ads,3,12,promptpay,completed,5,2,0,1847,633,0
330,Chiang Mai,organic,3,6,credit_card,completed,0,1,0,3799,639,0
331,Hat Yai,organic,3,8,bank_transfer,completed,0,3,1,25245,637,0
332,Phuket,ads,3,4,credit_card,completed,0,1,0,339,641,1
334,Bangkok,referral,3,2,promptpay,completed,15,2,0,3868,642,0
335,Phuket,ads,3,3,cod,completed,0,1,1,36878,641,1
336,Hat Yai,ads,3,5,bank_transfer,completed,20,2,0,6267,639,1
337,Bangkok,ads,3,13,promptpay,completed,10,1,0,1759,631,1
338,Bangkok,ads,3,14,promptpay,completed,0,1,0,1849,630,1
339,Nakhon Ratchasima,organic,3,11,credit_card,completed,5,2,0,2618,633,0
340,Nakhon Ratchasima,ads,3,0,credit_card,completed,0,1,0,139,644,1
341,Khon Kaen,organic,3,11,credit_card,completed,0,2,0,1268,633,1
342,Chiang Mai,ads,3,8,promptpay,completed,0,1,0,1049,636,0
343,Phuket,referral,3,12,credit_card,cancelled,10,3,0,4096,631,1
344,Chon Buri,organic,3,13,promptpay,completed,0,4,1,9565,630,1
345,Khon Kaen,ads,3,8,cod,completed,5,2,0,5696,635,0
347,Bangkok,organic,3,2,credit_card,completed,0,1,1,1279,640,1
348,Chiang Mai,referral,3,3,promptpay,completed,0,1,0,218,639,0
349,Udon Thani,ads,3,4,cod,completed,0,1,1,18439,638,1
350,Bangkok,referral,3,6,cod,completed,10,3,0,4207,636,1
351,Bangkok,organic,3,12,bank_transfer,completed,0,4,0,9034,630,1
352,Bangkok,organic,3,12,bank_transfer,completed,0,1,0,3799,630,0
353,Bangkok,referral,3,9,promptpay,completed,15,2,0,2938,633,0
354,Udon Thani,organic,3,14,bank_transfer,completed,0,1,0,779,628,0
356,Udon Thani,ads,3,11,credit_card,completed,0,3,0,2407,630,0
357,Khon Kaen,ads,3,1,promptpay,completed,0,1,0,2158,640,1
358,Nakhon Ratchasima,referral,3,6,credit_card,completed,10,2,0,2218,635,1
359,Bangkok,organic,3,4,bank_transfer,completed,0,2,0,928,636,0
360,Bangkok,organic,3,4,promptpay,completed,5,1,0,1977,636,1
361,Bangkok,organic,3,3,promptpay,completed,0,1,0,1059,637,1
362,Phuket,organic,4,8,promptpay,completed,5,1,0,3309,631,1
363,Nakhon Ratchasima,referral,4,4,promptpay,completed,0,1,0,949,635,1
364,Hat Yai,ads,4,13,credit_card,completed,10,1,0,139,626,0
365,Bangkok,organic,4,9,credit_card,cancelled,0,2,1,11226,630,1
366,Phuket,organic,4,6,bank_transfer,completed,0,3,1,7827,633,0
367,Chon Buri,organic,4,7,promptpay,completed,0,2,0,2768,632,0
368,Bangkok,organic,4,1,promptpay,completed,0,1,0,949,638,1
369,Bangkok,referral,4,12,promptpay,completed,10,2,0,698,626,0
371,Khon Kaen,ads,4,0,cod,cancelled,0,1,0,2229,638,0
372,Bangkok,organic,4,4,promptpay,cancelled,10,2,0,1968,634,1
373,Chon Buri,organic,4,5,bank_transfer,completed,15,1,0,1049,632,0
374,Bangkok,ads,4,12,cod,completed,0,2,0,5538,625,1
376,Khon Kaen,referral,4,12,bank_transfer,completed,0,2,0,4558,625,1
377,Nakhon Ratchasima,ads,4,2,credit_card,cancelled,0,1,0,2158,633,1
378,Chiang Mai,organic,4,7,promptpay,completed,5,1,1,3709,628,1
380,Bangkok,organic,4,9,promptpay,completed,20,2,0,2117,626,0
381,Udon Thani,organic,4,1,promptpay,completed,0,3,1,5144,634,1
382,Hat Yai,ads,4,7,credit_card,completed,0,2,0,878,627,0
383,Chiang Mai,ads,4,3,promptpay,completed,0,1,1,3959,630,1
384,Nakhon Ratchasima,organic,4,10,credit_card,completed,10,1,0,399,623,0
385,Khon Kaen,organic,4,14,credit_card,completed,5,3,0,1736,619,1
386,Bangkok,organic,4,1,promptpay,completed,0,1,0,3679,631,1
387,Udon Thani,organic,4,3,credit_card,completed,15,2,0,6907,629,1
388,Bangkok,organic,4,13,promptpay,completed,20,1,0,409,619,1
389,Khon Kaen,organic,4,13,promptpay,completed,0,1,1,659,619,1
390,Phuket,ads,4,9,cod,completed,5,1,0,2229,622,1
392,Bangkok,organic,4,11,credit_card,completed,15,1,0,1049,619,0
394,Bangkok,organic,4,4,credit_card,completed,15,2,1,2817,626,1
395,Chon Buri,organic,4,4,bank_transfer,completed,0,1,0,219,626,1
396,Nakhon Ratchasima,ads,4,2,credit_card,completed,15,2,0,1518,628,1
397,Phuket,ads,4,12,bank_transfer,completed,0,1,0,139,618,0
398,Bangkok,ads,4,1,credit_card,cancelled,0,2,0,2788,628,1
399,Nakhon Ratchasima,organic,4,3,credit_card,completed,0,1,0,1759,626,0
400,Nakhon Ratchasima,organic,4,3,credit_card,completed,0,1,0,6087,626,1
401,Bangkok,ads,4,13,cod,completed,0,3,1,6676,616,1
402,Phuket,organic,4,3,bank_transfer,completed,0,1,0,199,626,0
403,Khon Kaen,ads,4,11,promptpay,completed,0,2,1,1988,618,1
404,Bangkok,ads,4,6,credit_card,completed,0,1,0,1309,623,1
405,Phuket,ads,4,13,credit_card,completed,0,1,0,2899,616,1
406,Nakhon Ratchasima,organic,4,10,cod,completed,0,1,0,1677,618,1
407,Bangkok,ads,4,9,promptpay,completed,20,2,1,1418,619,1
409,Bangkok,organic,4,9,credit_card,completed,5,3,1,16935,619,1
411,Bangkok,organic,4,2,credit_card,completed,10,1,0,549,625,0
412,Bangkok,ads,4,12,credit_card,completed,0,2,1,30108,615,0
414,Hat Yai,organic,4,4,cod,completed,0,2,0,978,623,1
415,Bangkok,organic,4,5,credit_card,completed,0,2,1,20328,621,0
416,Bangkok,ads,4,6,promptpay,completed,15,4,0,7496,620,1
417,Chon Buri,ads,4,9,cod,completed,0,1,0,2369,617,0
418,Nakhon Ratchasima,referral,4,4,promptpay,completed,0,1,0,419,622,1
419,Udon Thani,organic,4,11,credit_card,completed,0,2,0,2168,615,0
420,Chiang Mai,organic,4,5,promptpay,returned,0,1,0,339,620,0
421,Nakhon Ratchasima,organic,4,3,credit_card,completed,0,1,0,429,622,1
423,Bangkok,referral,4,5,bank_transfer,completed,5,1,0,4509,619,0
424,Bangkok,organic,4,0,bank_transfer,completed,0,2,0,1398,624,1
425,Udon Thani,referral,4,12,credit_card,completed,0,2,1,5828,612,1
426,Bangkok,ads,4,2,promptpay,completed,0,3,1,25135,622,1
427,Nakhon Ratchasima,referral,4,2,promptpay,completed,0,1,0,499,621,0
428,Bangkok,organic,4,4,promptpay,completed,5,2,1,15428,619,1
429,Udon Thani,ads,4,14,cod,completed,0,2,0,2248,609,0
430,Bangkok,ads,4,12,promptpay,cancelled,5,3,1,20607,611,1
431,Bangkok,organic,4,2,credit_card,completed,0,1,0,2538,620,1
432,Udon Thani,referral,4,4,promptpay,completed,0,1,0,1527,618,1
