order_id,customer_id,order_date,status,discount_pct,payment_method
166,140,2024-02-18,completed,,credit_card
167,160,2024-02-18,completed,,promptpay
168,150,2024-02-19,completed,5,credit_card
169,159,2024-02-19,completed,,credit_card
170,163,2024-02-19,completed,5,promptpay
171,165,2024-02-19,completed,20,cod
172,175,2024-02-19,completed,,credit_card
173,24,2024-02-20,completed,,cod
174,132,2024-02-20,completed,,credit_card
175,138,2024-02-20,completed,,promptpay
176,152,2024-02-20,cancelled,,cod
177,155,2024-02-20,completed,,promptpay
178,168,2024-02-20,completed,5,credit_card
179,174,2024-02-20,completed,,promptpay
180,178,2024-02-20,cancelled,,credit_card
181,180,2024-02-20,completed,20,credit_card
182,186,2024-02-20,completed,,promptpay
183,105,2024-02-21,completed,15,promptpay
184,136,2024-02-21,completed,,credit_card
185,158,2024-02-21,completed,,credit_card
186,162,2024-02-21,completed,10,bank_transfer
187,179,2024-02-21,completed,,cod
188,188,2024-02-21,completed,,credit_card
189,49,2024-02-22,completed,15,credit_card
190,117,2024-02-22,completed,5,credit_card
191,171,2024-02-22,completed,15,credit_card
192,185,2024-02-22,completed,5,promptpay
193,196,2024-02-22,completed,,credit_card
194,43,2024-02-23,completed,,promptpay
195,160,2024-02-23,completed,,cod
196,169,2024-02-23,completed,,promptpay
197,176,2024-02-23,completed,,bank_transfer
198,192,2024-02-23,completed,10,cod
199,195,2024-02-23,completed,,promptpay
200,202,2024-02-23,completed,,credit_card
201,186,2024-02-24,completed,,cod
202,118,2024-02-25,completed,,credit_card
203,198,2024-02-25,completed,,credit_card
204,199,2024-02-25,completed,,credit_card
205,4,2024-02-26,completed,5,promptpay
206,145,2024-02-26,completed,,promptpay
207,170,2024-02-26,completed,,cod
208,173,2024-02-26,completed,,promptpay
209,177,2024-02-26,completed,,promptpay
210,183,2024-02-26,completed,,cod
211,166,2024-02-27,returned,5,promptpay
212,181,2024-02-27,completed,,promptpay
213,193,2024-02-27,completed,,credit_card
214,212,2024-02-27,completed,,promptpay
215,159,2024-02-28,completed,,promptpay
216,182,2024-02-28,completed,,cod
217,194,2024-02-28,completed,,cod
218,207,2024-02-28,completed,,cod
219,184,2024-02-29,completed,,promptpay
220,191,2024-02-29,completed,5,promptpay
221,200,2024-02-29,completed,,credit_card
222,217,2024-02-29,completed,,promptpay
223,130,2024-03-01,completed,15,cod
224,196,2024-03-01,completed,,cod
225,16,2024-03-02,completed,20,promptpay
226,85,2024-03-02,completed,,promptpay
227,205,2024-03-02,completed,15,credit_card
228,208,2024-03-02,completed,,promptpay
229,71,2024-03-03,completed,,credit_card
230,167,2024-03-03,completed,,promptpay
231,170,2024-03-03,completed,5,credit_card
232,181,2024-03-03,completed,,cod
233,187,2024-03-03,completed,10,promptpay
234,203,2024-03-03,returned,,promptpay
235,220,2024-03-03,completed,,credit_card
236,232,2024-03-03,completed,,cod
237,118,2024-03-04,completed,,credit_card
238,213,2024-03-04,completed,,promptpay
239,53,2024-03-05,completed,20,promptpay
240,197,2024-03-05,completed,,promptpay
241,222,2024-03-05,cancelled,,promptpay
242,175,2024-03-06,completed,10,credit_card
243,183,2024-03-06,completed,,promptpay
244,206,2024-03-06,returned,,credit_card
245,242,2024-03-06,completed,,credit_card
246,167,2024-03-07,completed,10,promptpay
247,180,2024-03-07,completed,,promptpay
248,209,2024-03-07,completed,,promptpay
249,204,2024-03-08,completed,10,credit_card
250,218,2024-03-08,returned,,promptpay
251,247,2024-03-08,completed,5,cod
252,146,2024-03-09,completed,,credit_card
253,209,2024-03-09,completed,,credit_card
254,229,2024-03-09,completed,,bank_transfer
255,176,2024-03-10,completed,5,credit_card
256,241,2024-03-10,completed,5,promptpay
257,205,2024-03-11,completed,,bank_transfer
258,214,2024-03-11,completed,,credit_card
259,219,2024-03-11,completed,,promptpay
260,224,2024-03-11,completed,,promptpay
261,225,2024-03-11,completed,,credit_card
262,227,2024-03-11,completed,15,promptpay
263,230,2024-03-11,completed,,credit_card
264,245,2024-03-11,cancelled,,promptpay
265,253,2024-03-11,completed,20,credit_card
266,100,2024-03-12,completed,,credit_card
267,171,2024-03-12,completed,10,bank_transfer
268,179,2024-03-12,completed,,promptpay
269,205,2024-03-12,completed,,promptpay
270,208,2024-03-12,completed,,cod
271,223,2024-03-12,returned,5,credit_card
272,226,2024-03-12,completed,20,promptpay
273,237,2024-03-12,cancelled,,promptpay
274,254,2024-03-12,completed,15,promptpay
275,89,2024-03-13,returned,,credit_card
276,207,2024-03-13,completed,5,credit_card
277,233,2024-03-13,completed,,promptpay
278,234,2024-03-13,completed,,promptpay
279,236,2024-03-13,completed,15,promptpay
280,246,2024-03-13,completed,,credit_card
281,252,2024-03-13,completed,,credit_card
282,259,2024-03-13,completed,,credit_card
283,83,2024-03-14,completed,10,bank_transfer
284,132,2024-03-14,completed,,credit_card
285,174,2024-03-14,completed,10,promptpay
286,232,2024-03-14,completed,,credit_card
287,251,2024-03-14,returned,,cod
288,260,2024-03-14,completed,,bank_transfer
289,244,2024-03-15,completed,5,promptpay
290,248,2024-03-15,completed,,credit_card
291,264,2024-03-15,completed,10,credit_card
292,265,2024-03-15,completed,,credit_card
293,273,2024-03-15,completed,,credit_card
294,28,2024-03-16,completed,5,credit_card
295,188,2024-03-16,completed,,bank_transfer
296,231,2024-03-16,completed,,cod
297,267,2024-03-16,cancelled,,promptpay
298,257,2024-03-17,completed,,promptpay
299,271,2024-03-17,completed,,promptpay
300,278,2024-03-17,completed,5,promptpay
301,281,2024-03-17,completed,,promptpay
302,124,2024-03-18,completed,5,promptpay
303,160,2024-03-18,completed,15,credit_card
304,235,2024-03-18,completed,,credit_card
305,240,2024-03-18,completed,,credit_card
306,249,2024-03-18,completed,,credit_card
307,284,2024-03-18,completed,,credit_card
308,290,2024-03-18,completed,10,promptpay
309,4,2024-03-19,completed,,credit_card
310,92,2024-03-19,completed,10,promptpay
311,238,2024-03-19,completed,,credit_card
312,258,2024-03-19,completed,5,credit_card
313,277,2024-03-19,cancelled,,credit_card
314,290,2024-03-19,completed,10,credit_card
315,99,2024-03-20,completed,10,credit_card
316,102,2024-03-20,completed,5,promptpay
317,207,2024-03-20,completed,,bank_transfer
318,243,2024-03-20,completed,,cod
319,250,2024-03-20,completed,5,credit_card
320,272,2024-03-20,cancelled,,promptpay
321,274,2024-03-20,completed,,cod
322,287,2024-03-20,completed,,promptpay
323,300,2024-03-20,completed,,credit_card
324,35,2024-03-21,completed,,cod
325,269,2024-03-21,completed,,credit_card
326,279,2024-03-21,completed,10,bank_transfer
327,280,2024-03-21,completed,,cod
328,313,2024-03-21,completed,,promptpay
329,3,2024-03-22,completed,,promptpay
330,149,2024-03-22,completed,,promptpay
331,241,2024-03-22,completed,5,bank_transfer
332,299,2024-03-22,completed,10,cod
333,255,2024-03-23,completed,20,credit_card
334,261,2024-03-23,completed,,cod
335,270,2024-03-23,returned,,credit_card
336,275,2024-03-23,completed,,promptpay
337,276,2024-03-23,completed,,cod
338,298,2024-03-23,completed,20,promptpay
339,101,2024-03-24,completed,5,promptpay
340,174,2024-03-24,completed,10,credit_card
341,176,2024-03-24,completed,10,credit_card
342,283,2024-03-24,completed,,cod
343,293,2024-03-24,completed,,promptpay
344,322,2024-03-24,completed,10,credit_card
345,75,2024-03-25,completed,,promptpay
346,92,2024-03-25,completed,5,promptpay
347,241,2024-03-25,completed,,credit_card
348,289,2024-03-25,completed,,credit_card
349,99,2024-03-26,cancelled,,cod
350,113,2024-03-26,completed,,promptpay
351,303,2024-03-26,cancelled,,cod
352,305,2024-03-26,completed,,promptpay
353,312,2024-03-26,completed,10,credit_card
354,316,2024-03-26,completed,5,promptpay
355,323,2024-03-26,completed,5,cod
356,5,2024-03-27,completed,,promptpay
357,174,2024-03-27,completed,,cod
358,180,2024-03-27,completed,5,promptpay
359,268,2024-03-27,completed,,credit_card
360,301,2024-03-27,completed,,credit_card
361,321,2024-03-27,completed,,credit_card
362,340,2024-03-27,completed,,credit_card
363,282,2024-03-28,completed,5,credit_card
364,289,2024-03-28,completed,,bank_transfer
365,294,2024-03-28,completed,,promptpay
366,296,2024-03-28,completed,,cod
367,304,2024-03-28,completed,15,cod
368,309,2024-03-28,cancelled,,credit_card
369,96,2024-03-29,completed,,promptpay
370,128,2024-03-29,completed,5,credit_card
371,306,2024-03-29,completed,,promptpay
372,308,2024-03-29,completed,10,promptpay
373,311,2024-03-29,completed,10,promptpay
374,328,2024-03-29,completed,20,promptpay
375,334,2024-03-29,completed,15,promptpay
376,267,2024-03-30,completed,,promptpay
377,307,2024-03-30,completed,20,cod
378,310,2024-03-30,completed,5,promptpay
379,332,2024-03-30,completed,,credit_card
380,335,2024-03-30,completed,,cod
381,37,2024-03-31,completed,5,credit_card
382,92,2024-03-31,completed,,credit_card
383,155,2024-03-31,completed,,promptpay
384,207,2024-03-31,completed,10,credit_card
385,236,2024-03-31,completed,,credit_card
386,291,2024-03-31,completed,,promptpay
387,310,2024-03-31,completed,,cod
388,312,2024-03-31,completed,5,credit_card
389,347,2024-03-31,completed,,credit_card
390,357,2024-03-31,completed,,promptpay
391,93,2024-04-01,completed,,promptpay
392,159,2024-04-01,completed,,credit_card
393,273,2024-04-01,completed,,promptpay
394,295,2024-04-01,completed,15,promptpay
395,300,2024-04-01,completed,20,credit_card
396,317,2024-04-01,returned,5,credit_card
397,319,2024-04-01,cancelled,,credit_card
398,330,2024-04-01,completed,,credit_card
399,336,2024-04-01,completed,20,bank_transfer
400,348,2024-04-01,completed,,promptpay
401,147,2024-04-02,completed,,credit_card
402,296,2024-04-02,completed,20,promptpay
403,314,2024-04-02,completed,15,credit_card
404,349,2024-04-02,completed,,cod
405,368,2024-04-02,completed,,promptpay
406,371,2024-04-02,cancelled,,cod
407,26,2024-04-03,completed,,bank_transfer
408,50,2024-04-03,completed,,promptpay
409,59,2024-04-03,completed,10,promptpay
410,265,2024-04-03,completed,15,promptpay
411,331,2024-04-03,completed,,bank_transfer
412,361,2024-04-03,completed,,promptpay
413,93,2024-04-04,completed,,cod
414,187,2024-04-04,returned,10,credit_card
415,249,2024-04-04,completed,15,promptpay
416,342,2024-04-04,completed,,promptpay
417,350,2024-04-04,completed,10,cod
418,359,2024-04-04,completed,,bank_transfer
419,360,2024-04-04,completed,5,promptpay
420,250,2024-04-05,completed,,credit_card
421,325,2024-04-05,completed,,promptpay
422,332,2024-04-05,completed,,credit_card
423,345,2024-04-05,completed,5,cod
424,358,2024-04-05,completed,10,credit_card
425,363,2024-04-05,completed,,promptpay
426,81,2024-04-06,completed,5,cod
427,147,2024-04-06,completed,,cod
428,165,2024-04-06,completed,,bank_transfer
429,320,2024-04-06,completed,,credit_card
430,372,2024-04-06,cancelled,10,promptpay
431,381,2024-04-06,completed,,promptpay
432,212,2024-04-07,completed,,bank_transfer
433,213,2024-04-07,completed,,promptpay
434,223,2024-04-07,completed,,promptpay
435,284,2024-04-07,completed,,promptpay
436,329,2024-04-07,completed,5,promptpay
437,339,2024-04-07,completed,5,credit_card
438,341,2024-04-07,completed,,credit_card
439,353,2024-04-07,completed,15,promptpay
440,366,2024-04-07,completed,,bank_transfer
441,377,2024-04-07,cancelled,,credit_card
442,36,2024-04-08,completed,5,cod
443,99,2024-04-08,completed,,cod
444,327,2024-04-08,completed,,credit_card
445,340,2024-04-08,completed,,promptpay
446,341,2024-04-08,completed,,promptpay
447,367,2024-04-08,completed,,promptpay
448,368,2024-04-08,completed,10,credit_card
449,373,2024-04-08,completed,15,bank_transfer
450,38,2024-04-09,completed,,credit_card
451,71,2024-04-09,completed,10,promptpay
452,337,2024-04-09,completed,10,promptpay
453,343,2024-04-09,cancelled,10,credit_card
454,362,2024-04-09,completed,5,promptpay
455,386,2024-04-09,completed,,promptpay
456,165,2024-04-10,returned,15,credit_card
457,270,2024-04-10,completed,,promptpay
458,280,2024-04-10,completed,,promptpay
459,298,2024-04-10,returned,,credit_card
460,300,2024-04-10,returned,,credit_card
461,338,2024-04-10,completed,,promptpay
462,344,2024-04-10,completed,,promptpay
463,351,2024-04-10,completed,,bank_transfer
464,352,2024-04-10,completed,,bank_transfer
465,356,2024-04-10,completed,,credit_card
466,365,2024-04-10,cancelled,,credit_card
467,383,2024-04-10,completed,,promptpay
468,100,2024-04-11,completed,,promptpay
469,280,2024-04-11,completed,10,credit_card
470,281,2024-04-11,completed,10,bank_transfer
471,344,2024-04-11,completed,15,credit_card
472,358,2024-04-11,completed,,promptpay
473,387,2024-04-11,completed,15,credit_card
474,31,2024-04-12,completed,,promptpay
475,265,2024-04-12,completed,,promptpay
476,332,2024-04-12,completed,,promptpay
477,338,2024-04-12,completed,20,cod
478,354,2024-04-12,completed,,bank_transfer
479,378,2024-04-12,completed,5,promptpay
480,396,2024-04-12,completed,15,credit_card
481,398,2024-04-12,cancelled,,credit_card
482,382,2024-04-13,completed,,credit_card
483,83,2024-04-14,completed,,credit_card
484,178,2024-04-14,returned,5,credit_card
485,249,2024-04-14,completed,5,bank_transfer
486,260,2024-04-14,returned,15,promptpay
487,364,2024-04-14,completed,10,credit_card
488,369,2024-04-14,completed,10,promptpay
489,380,2024-04-14,completed,20,promptpay
490,394,2024-04-14,completed,15,credit_card
491,395,2024-04-14,completed,,bank_transfer
492,399,2024-04-14,completed,,credit_card
493,400,2024-04-14,completed,,credit_card
494,402,2024-04-14,completed,,bank_transfer
495,31,2024-04-15,completed,15,cod
496,89,2024-04-15,completed,,credit_card
497,95,2024-04-15,completed,10,credit_card
498,306,2024-04-15,returned,,cod
499,337,2024-04-15,returned,,cod
500,374,2024-04-15,completed,,cod
501,376,2024-04-15,completed,,bank_transfer
502,411,2024-04-15,completed,10,credit_card
503,2,2024-04-16,completed,,credit_card
504,5,2024-04-16,completed,20,bank_transfer
505,220,2024-04-16,completed,,credit_card
506,383,2024-04-16,completed,,cod
507,424,2024-04-16,completed,,bank_transfer
508,2,2024-04-17,completed,,bank_transfer
509,15,2024-04-17,completed,,cod
510,129,2024-04-17,completed,,bank_transfer
511,381,2024-04-17,completed,,credit_card
512,384,2024-04-17,completed,10,credit_card
513,404,2024-04-17,completed,,credit_card
514,414,2024-04-17,completed,,cod
515,390,2024-04-18,completed,5,cod
516,418,2024-04-18,completed,,promptpay
517,421,2024-04-18,completed,,credit_card
518,426,2024-04-18,completed,,promptpay
519,96,2024-04-19,completed,,promptpay
520,100,2024-04-19,completed,,promptpay
521,280,2024-04-19,completed,10,credit_card
522,308,2024-04-19,completed,,bank_transfer
523,325,2024-04-19,completed,,credit_card
524,415,2024-04-19,completed,,credit_card
525,427,2024-04-19,completed,,promptpay
526,436,2024-04-19,completed,,promptpay
527,291,2024-04-20,completed,5,promptpay
528,416,2024-04-20,completed,15,promptpay
529,420,2024-04-20,returned,,promptpay
530,431,2024-04-20,completed,,credit_card
531,95,2024-04-21,completed,10,promptpay
532,127,2024-04-21,completed,5,promptpay
533,132,2024-04-21,completed,,promptpay
534,258,2024-04-21,completed,,promptpay
535,385,2024-04-21,completed,5,credit_card
536,388,2024-04-21,completed,20,promptpay
537,389,2024-04-21,completed,,promptpay
538,392,2024-04-21,completed,15,credit_card
539,407,2024-04-21,completed,20,promptpay
540,409,2024-04-21,completed,5,credit_card
541,423,2024-04-21,completed,5,bank_transfer
542,428,2024-04-21,completed,5,promptpay
543,434,2024-04-21,completed,5,cod
544,435,2024-04-21,completed,5,cod
545,450,2024-04-21,returned,5,bank_transfer
546,397,2024-04-22,completed,,bank_transfer
547,403,2024-04-22,completed,,promptpay
548,406,2024-04-22,completed,,cod
549,432,2024-04-22,completed,,promptpay
550,433,2024-04-22,completed,20,promptpay
551,449,2024-04-22,completed,,bank_transfer
552,452,2024-04-22,completed,10,cod
553,245,2024-04-23,completed,10,credit_card
554,417,2024-04-23,completed,,cod
555,437,2024-04-23,completed,5,bank_transfer
556,441,2024-04-23,completed,,credit_card
557,455,2024-04-23,completed,,bank_transfer
558,208,2024-04-24,completed,,cod
559,401,2024-04-24,completed,,cod
560,405,2024-04-24,completed,,credit_card
561,134,2024-04-25,completed,10,credit_card
562,246,2024-04-25,completed,,credit_card
563,280,2024-04-25,completed,,bank_transfer
564,395,2024-04-25,completed,,cod
565,412,2024-04-25,completed,,credit_card
566,419,2024-04-25,completed,,credit_card
567,446,2024-04-25,completed,,cod
568,447,2024-04-25,completed,,cod
569,454,2024-04-25,completed,,promptpay
570,31,2024-04-26,completed,,promptpay
571,386,2024-04-26,completed,,credit_card
572,453,2024-04-26,cancelled,,credit_card
573,458,2024-04-26,completed,,promptpay
574,65,2024-04-27,completed,10,credit_card
575,240,2024-04-27,completed,,credit_card
576,470,2024-04-27,completed,,credit_card
577,471,2024-04-27,completed,,promptpay
578,476,2024-04-27,completed,,bank_transfer
579,480,2024-04-27,completed,,credit_card
580,99,2024-04-28,completed,,credit_card
581,298,2024-04-28,completed,20,credit_card
582,389,2024-04-28,completed,5,promptpay
583,416,2024-04-28,completed,,cod
584,425,2024-04-28,completed,,credit_card
585,426,2024-04-28,completed,,credit_card
586,438,2024-04-28,completed,,promptpay
587,456,2024-04-28,completed,20,credit_card
588,110,2024-04-29,completed,,promptpay
589,267,2024-04-29,completed,,promptpay
590,430,2024-04-29,cancelled,5,promptpay
591,456,2024-04-29,completed,,cod
592,462,2024-04-29,completed,,bank_transfer
593,108,2024-04-30,completed,,credit_card
594,243,2024-04-30,completed,,credit_card
595,258,2024-04-30,completed,,credit_card
596,400,2024-04-30,cancelled,,promptpay
597,446,2024-04-30,completed,20,bank_transfer
598,475,2024-04-30,completed,10,promptpay
599,110,2024-05-01,completed,,cod
600,121,2024-05-01,completed,15,credit_card
601,151,2024-05-01,completed,,promptpay
602,406,2024-05-01,completed,,credit_card
603,429,2024-05-01,completed,,cod
604,439,2024-05-01,completed,,credit_card
605,457,2024-05-01,completed,,cod
606,459,2024-05-01,completed,5,promptpay
607,473,2024-05-01,completed,,bank_transfer
608,170,2024-05-02,completed,15,credit_card
609,220,2024-05-02,completed,,promptpay
610,444,2024-05-02,cancelled,10,credit_card
611,459,2024-05-02,completed,,cod
612,461,2024-05-02,completed,10,promptpay
613,469,2024-05-02,completed,5,cod
614,487,2024-05-02,completed,,promptpay
615,314,2024-05-03,completed,,promptpay
616,431,2024-05-03,completed,,bank_transfer
617,440,2024-05-03,completed,5,promptpay
618,445,2024-05-03,completed,,cod
619,468,2024-05-03,returned,,promptpay
620,503,2024-05-03,completed,,promptpay
621,282,2024-05-04,completed,,credit_card
622,441,2024-05-04,cancelled,,credit_card
623,468,2024-05-04,completed,,cod
624,482,2024-05-04,completed,,cod
625,487,2024-05-04,completed,,cod
626,488,2024-05-04,completed,,promptpay
627,490,2024-05-04,completed,,bank_transfer
628,495,2024-05-04,completed,,bank_transfer
629,497,2024-05-04,completed,,bank_transfer
630,507,2024-05-04,completed,,bank_transfer
631,35,2024-05-05,returned,,cod
632,180,2024-05-05,completed,,credit_card
633,362,2024-05-05,completed,,cod
634,405,2024-05-05,completed,,promptpay
635,464,2024-05-05,completed,20,bank_transfer
636,500,2024-05-05,completed,5,promptpay
637,509,2024-05-05,completed,,bank_transfer
638,398,2024-05-06,completed,20,promptpay
639,400,2024-05-06,completed,,cod
640,499,2024-05-06,completed,10,credit_card
641,100,2024-05-07,completed,,promptpay
642,195,2024-05-07,completed,,cod
643,243,2024-05-07,completed,,credit_card
644,363,2024-05-07,completed,10,promptpay
645,416,2024-05-07,completed,,credit_card
646,481,2024-05-07,completed,,promptpay
647,492,2024-05-07,completed,15,bank_transfer
648,496,2024-05-07,completed,,promptpay
649,505,2024-05-07,completed,10,credit_card
650,525,2024-05-07,completed,,cod
651,214,2024-05-08,completed,,bank_transfer
652,287,2024-05-08,completed,5,credit_card
653,363,2024-05-08,completed,,bank_transfer
654,395,2024-05-08,completed,,credit_card
655,460,2024-05-08,completed,,promptpay
656,463,2024-05-08,completed,10,credit_card
657,465,2024-05-08,completed,,promptpay
658,479,2024-05-08,completed,,bank_transfer
659,483,2024-05-08,returned,,cod
660,504,2024-05-08,completed,,credit_card
661,523,2024-05-08,completed,10,bank_transfer
662,15,2024-05-09,completed,,promptpay
663,31,2024-05-09,completed,,cod
664,226,2024-05-09,completed,5,bank_transfer
665,240,2024-05-09,completed,,credit_card
666,246,2024-05-09,returned,,promptpay
667,309,2024-05-09,completed,,credit_card
668,314,2024-05-09,completed,,bank_transfer
669,322,2024-05-09,completed,,credit_card
670,398,2024-05-09,completed,,credit_card
671,426,2024-05-09,completed,15,bank_transfer
672,467,2024-05-09,completed,,credit_card
673,472,2024-05-09,completed,,credit_card
674,478,2024-05-09,completed,,bank_transfer
675,485,2024-05-09,completed,,promptpay
676,486,2024-05-09,returned,,cod
677,497,2024-05-09,completed,10,credit_card
678,519,2024-05-09,completed,,promptpay
679,527,2024-05-09,completed,5,promptpay
680,532,2024-05-09,cancelled,,credit_card
681,163,2024-05-10,completed,,promptpay
682,271,2024-05-10,completed,20,promptpay
683,291,2024-05-10,cancelled,10,credit_card
684,484,2024-05-10,completed,,cod
685,510,2024-05-10,completed,,promptpay
686,512,2024-05-10,completed,,credit_card
